"";"area_code";"area";"item_code";"item";"year";"total_supply";"exports";"feed";"food";"imports";"losses";"other";"processing";"production";"seed";"stock_withdrawal";"stock_addition";"balancing";"unspecified"
"9353";3;"Albania";2590;"Soyabean Cake";2013;17253;0;17253;0;17046;0;0;0;207;0;0;0;0;NA
"9406";3;"Albania";2591;"Groundnut Cake";2013;20;0;20;0;0;0;0;0;20;0;0;0;0;NA
"9459";3;"Albania";2592;"Sunflowerseed Cake";2013;2622;0;2622;0;1872;0;0;0;750;0;0;0;0;NA
"9512";3;"Albania";2593;"Rape and Mustard Cake";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"9565";3;"Albania";2594;"Cottonseed Cake";2013;424;0;424;0;200;0;0;0;224;0;0;0;0;NA
"9618";3;"Albania";2595;"Palmkernel Cake";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"9671";3;"Albania";2596;"Copra Cake";2013;49;0;49;0;49;0;0;0;0;0;0;0;0;NA
"9724";3;"Albania";2598;"Oilseed Cakes, Other";2013;334;0;334;0;334;0;0;0;0;0;0;0;0;NA
"9777";3;"Albania";2601;"Tomatoes and products";2013;232610;25436;0;185174;6390;22000;0;0;226220;0;0;0;0;NA
"9835";3;"Albania";2602;"Onions";2013;95542;1346;0;94196;5002;0;0;0;90540;0;0;0;0;NA
"9893";3;"Albania";2605;"Vegetables, Other";2013;623599;32929;69926;498310;8312;22434;0;0;615287;0;0;0;0;NA
"9951";3;"Albania";2611;"Oranges, Mandarines";2013;43094;1839;0;39938;25894;1317;0;0;17200;0;0;0;0;NA
"10009";3;"Albania";2612;"Lemons, Limes and products";2013;4983;58;0;4925;2463;0;0;0;2520;0;0;0;0;NA
"10067";3;"Albania";2613;"Grapefruit and products";2013;389;0;0;389;389;0;0;0;0;0;0;0;0;NA
"10120";3;"Albania";2614;"Citrus, Other";2013;834;82;0;752;574;0;0;0;260;0;0;0;0;NA
"10173";3;"Albania";2615;"Bananas";2013;19982;176;0;19806;19982;0;0;0;0;0;0;0;0;NA
"10226";3;"Albania";2616;"Plantains";2013;553;0;0;553;553;0;0;0;0;0;0;0;0;NA
"10279";3;"Albania";2617;"Apples and products";2013;84840;2569;0;78042;9110;4229;0;0;75730;0;0;0;0;NA
"10337";3;"Albania";2618;"Pineapples and products";2013;157;0;0;157;157;0;0;0;0;0;0;0;0;NA
"10390";3;"Albania";2619;"Dates";2013;12272;206;0;12066;22;0;0;0;12250;0;0;0;0;NA
"10448";3;"Albania";2620;"Grapes and products (excl wine)";2013;208983;67;0;152812;4983;2085;0;54019;204000;0;0;0;0;NA
"10506";3;"Albania";2625;"Fruits, Other";2013;150423;2190;0;141134;16513;7099;0;0;133910;0;0;0;0;NA
"10564";3;"Albania";2630;"Coffee and products";2013;8100;222;0;7878;8100;0;0;0;0;0;0;0;0;NA
"10617";3;"Albania";2633;"Cocoa Beans and products";2013;2341;45;0;2296;2341;0;0;0;0;0;0;0;0;NA
"10670";3;"Albania";2635;"Tea (including mate)";2013;268;1;0;267;268;0;0;0;0;0;0;0;0;NA
"10723";3;"Albania";2640;"Pepper";2013;15;0;0;15;15;0;0;0;0;0;0;0;0;NA
"10776";3;"Albania";2641;"Pimento";2013;21;0;0;21;21;0;0;0;0;0;0;0;0;NA
"10829";3;"Albania";2645;"Spices, Other";2013;402;285;0;117;88;0;0;0;314;0;0;0;0;NA
"10887";3;"Albania";2655;"Wine";2013;40290;12;0;25278;2290;0;0;0;38000;0;-15000;15000;0;NA
"10941";3;"Albania";2656;"Beer";2013;86113;505;0;85608;28113;0;0;0;58000;0;0;0;0;NA
"10995";3;"Albania";2657;"Beverages, Fermented";2013;13;0;0;13;13;0;0;0;0;0;0;0;0;NA
"11048";3;"Albania";2658;"Beverages, Alcoholic";2013;9370;970;0;8400;1310;0;0;0;8060;0;0;0;0;NA
"11101";3;"Albania";2659;"Alcohol, Non-Food";2013;3699;0;0;0;3699;0;3699;0;0;0;0;0;0;NA
"11158";3;"Albania";2661;"Cotton lint";2013;237;0;0;0;7;0;237;0;230;0;0;0;0;NA
"11212";3;"Albania";2662;"Jute";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"11265";3;"Albania";2664;"Soft-Fibres, Other";2013;3;0;0;0;3;0;3;0;0;0;0;0;0;NA
"11318";3;"Albania";2665;"Sisal";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"11371";3;"Albania";2667;"Hard Fibres, Other";2013;1;0;0;0;1;0;1;0;0;0;0;0;0;NA
"11424";3;"Albania";2671;"Tobacco";2013;6546;1487;0;0;3646;0;5059;0;2900;0;0;0;0;NA
"11482";3;"Albania";2672;"Rubber";2013;27;0;0;0;27;0;27;0;0;0;0;0;0;NA
"11535";3;"Albania";2731;"Bovine Meat";2013;71385;1;0;71383;1685;0;0;0;69700;0;0;0;1;NA
"11593";3;"Albania";2732;"Mutton & Goat Meat";2013;48618;0;0;48618;118;0;0;0;48500;0;0;0;0;NA
"11651";3;"Albania";2733;"Pigmeat";2013;34563;56;0;34507;17263;0;0;0;17300;0;0;0;0;NA
"11709";3;"Albania";2734;"Poultry Meat";2013;41986;0;0;41986;24986;0;0;0;17000;0;0;0;0;NA
"11767";3;"Albania";2735;"Meat, Other";2013;193;74;0;119;53;0;0;0;140;0;0;0;0;NA
"11825";3;"Albania";2736;"Offals, Edible";2013;11119;0;0;11119;1475;0;0;0;9644;0;0;0;0;NA
"11878";3;"Albania";2737;"Fats, Animals, Raw";2013;4567;0;0;4173;1601;0;394;0;2966;0;0;0;0;NA
"11931";3;"Albania";2740;"Butter, Ghee";2013;3780;0;0;3780;80;0;0;0;3700;0;0;0;0;NA
"11984";3;"Albania";2744;"Eggs";2013;47935;831;0;39502;225;7456;0;0;47710;146;0;0;0;NA
"12037";3;"Albania";2745;"Honey";2013;3028;13;0;3015;28;0;0;0;3000;0;0;0;0;NA
"12090";3;"Albania";2746;"Wool (Clean Eq.)";2013;4560;219;0;0;0;0;4341;0;4560;0;0;0;0;NA
"12143";3;"Albania";2747;"Silk";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"12196";3;"Albania";2748;"Hides and skins";2013;13152;3903;0;0;207;218;9405;1;12945;0;375;-375;0;NA
"12249";3;"Albania";2749;"Meat Meal";2013;19;0;19;0;19;0;0;0;0;0;0;0;0;NA
"12302";3;"Albania";2805;"Rice (Milled Equivalent)";2013;24803;114;0;24677;24803;1;11;0;0;0;0;0;0;NA
"12360";3;"Albania";2818;"Sugar, Refined Equiv";2013;63157;18;0;51083;59477;0;12056;0;3680;0;0;0;0;NA
"12414";3;"Albania";2848;"Milk - Excluding Butter";2013;1153856;437;100973;963712;22596;87067;1667;0;1131260;0;0;0;0;NA
"12467";3;"Albania";2960;"Fish, Seafood";2013;24734;8905;370;15458;17275;0;0;0;7459;0;0;0;1;NA
"12520";4;"Algeria";328;"Seed cotton";2013;78;NA;NA;NA;NA;NA;NA;78;78;NA;NA;NA;0;0
"12578";4;"Algeria";866;"Cattle";2013;760000;0;NA;NA;89517;NA;NA;760000;670483;NA;NA;NA;0;NA
"12585";4;"Algeria";946;"Buffaloes";2013;23;NA;NA;NA;23;NA;NA;23;NA;NA;NA;NA;0;NA
"12638";4;"Algeria";976;"Sheep";2013;16200000;0;NA;NA;0;NA;NA;16200000;16200000;NA;NA;NA;0;NA
"12696";4;"Algeria";1016;"Goats";2013;1850000;0;NA;NA;586;NA;NA;1850000;1849414;NA;NA;NA;0;NA
"12754";4;"Algeria";1034;"Pigs";2013;3000;0;NA;NA;0;NA;NA;3000;3000;NA;NA;NA;0;NA
"12812";4;"Algeria";1096;"Horses";2013;2601;1;NA;NA;457;NA;NA;2600;2144;NA;NA;NA;0;NA
"12871";4;"Algeria";1107;"Asses";2013;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;0;NA
"12924";4;"Algeria";1110;"Mules";2013;0;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;0;NA
"12977";4;"Algeria";1126;"Camels";2013;37000;NA;NA;NA;0;NA;NA;37000;37000;NA;NA;NA;0;NA
"13035";4;"Algeria";1140;"Rabbits and hares";2013;8250000;NA;NA;NA;0;NA;NA;8250000;8250000;NA;NA;NA;0;NA
"13069";4;"Algeria";2000;"Fodder crops";2013;3755158;NA;3755158;NA;708;NA;NA;NA;3754450;NA;NA;NA;0;0
"13122";4;"Algeria";2029;"Poultry Birds";2013;271105000;0;NA;NA;9701000;NA;NA;271105000;261404000;NA;NA;NA;0;NA
"13181";4;"Algeria";2511;"Wheat and products";2013;9642249;1608;545000;7270075;6343200;672265;820000;1;3299049;153300;-180000;180000;0;NA
"13239";4;"Algeria";2513;"Barley and products";2013;2051812;14;1280331;516816;553173;120806;0;41545;1498639;92300;0;0;0;NA
"13297";4;"Algeria";2514;"Maize and products";2013;3252337;1;2400000;626904;3251092;225417;0;0;1245;15;0;0;0;NA
"13355";4;"Algeria";2515;"Rye and products";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"13408";4;"Algeria";2516;"Oats";2013;121506;0;107486;258;8220;6062;0;0;113286;7700;0;0;0;NA
"13466";4;"Algeria";2517;"Millet and products";2013;1002;0;1002;0;1002;0;0;0;0;0;0;0;0;NA
"13519";4;"Algeria";2518;"Sorghum and products";2013;2921;0;0;2715;1421;204;0;0;1500;2;0;0;0;NA
"13577";4;"Algeria";2520;"Cereals, Other";2013;3515;7;2309;1199;3515;0;0;0;0;0;0;0;0;NA
"13635";4;"Algeria";2531;"Potatoes and products";2013;5088035;948;0;2539869;160007;1772690;603327;0;4928028;171200;0;0;1;NA
"13693";4;"Algeria";2532;"Cassava and products";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"13746";4;"Algeria";2533;"Sweet potatoes";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"13799";4;"Algeria";2534;"Roots, Other";2013;12;0;0;12;12;0;0;0;0;0;0;0;0;NA
"13852";4;"Algeria";2536;"Sugar cane";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"13905";4;"Algeria";2537;"Sugar beet";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"13958";4;"Algeria";2543;"Sweeteners, Other";2013;23620;13;0;23607;23620;0;0;0;0;0;0;0;0;NA
"14011";4;"Algeria";2544;"Molasses";2013;24;16093;1931;0;24;0;0;0;0;0;18000;-18000;0;NA
"14065";4;"Algeria";2546;"Beans";2013;64220;0;0;60967;62858;3211;0;0;1362;42;0;0;0;NA
"14123";4;"Algeria";2547;"Peas";2013;18616;0;0;17969;8030;372;0;0;10586;275;0;0;0;NA
"14181";4;"Algeria";2549;"Pulses, Other and products";2013;277130;44;13987;247476;193145;12088;0;0;83985;3535;0;0;0;NA
"14239";4;"Algeria";2551;"Nuts and products";2013;70712;125;0;70687;35712;0;0;0;35000;0;100;-100;0;NA
"14297";4;"Algeria";2555;"Soyabeans";2013;138;0;106;32;138;0;0;0;0;0;0;0;0;NA
"14350";4;"Algeria";2556;"Groundnuts (Shelled Eq)";2013;54730;0;0;11144;52700;0;0;43563;2030;22;0;0;1;NA
"14408";4;"Algeria";2557;"Sunflower seed";2013;3327;0;0;0;3247;166;0;3157;80;4;0;0;0;NA
"14466";4;"Algeria";2558;"Rape and Mustardseed";2013;48544;0;0;1256;1544;4729;0;42323;47000;236;0;0;0;NA
"14524";4;"Algeria";2559;"Cottonseed";2013;51;0;0;0;0;3;32;0;51;16;0;0;0;NA
"14578";4;"Algeria";2560;"Coconuts - Incl Copra";2013;2504;0;0;2504;2504;0;0;0;0;0;0;0;0;NA
"14631";4;"Algeria";2561;"Sesame seed";2013;4637;0;0;4637;4637;0;0;0;0;0;0;0;0;NA
"14684";4;"Algeria";2562;"Palm kernels";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"14737";4;"Algeria";2563;"Olives (including preserved)";2013;590856;1;0;190855;12116;0;0;4e+05;578740;0;0;0;0;NA
"14795";4;"Algeria";2570;"Oilcrops, Other";2013;4543;0;1479;0;4543;0;3059;1;0;0;0;0;4;NA
"14848";4;"Algeria";2571;"Soyabean Oil";2013;622641;49500;0;293141;622641;0;0;0;0;0;-280000;280000;0;NA
"14901";4;"Algeria";2572;"Groundnut Oil";2013;19603;0;0;19603;0;0;0;0;19603;0;0;0;0;NA
"14955";4;"Algeria";2573;"Sunflowerseed Oil";2013;63363;878;0;77485;62100;0;0;0;1263;0;15000;-15000;0;NA
"15009";4;"Algeria";2574;"Rape and Mustard Oil";2013;17907;1;0;17906;3094;0;0;0;14813;0;0;0;0;NA
"15063";4;"Algeria";2575;"Cottonseed Oil";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"15116";4;"Algeria";2576;"Palmkernel Oil";2013;4;0;0;0;4;0;4;0;0;0;0;0;0;NA
"15169";4;"Algeria";2577;"Palm Oil";2013;120000;3492;0;29038;120000;0;52470;0;0;0;-35000;35000;0;NA
"15222";4;"Algeria";2578;"Coconut Oil";2013;1057;0;0;1057;1057;0;0;0;0;0;0;0;0;NA
"15275";4;"Algeria";2579;"Sesameseed Oil";2013;70;0;0;70;70;0;0;0;0;0;0;0;0;NA
"15328";4;"Algeria";2580;"Olive Oil";2013;67885;56;0;67829;285;0;0;0;67600;0;0;0;0;NA
"15382";4;"Algeria";2582;"Maize Germ Oil";2013;1799;0;0;1799;1799;0;0;0;0;0;0;0;0;NA
"15435";4;"Algeria";2586;"Oilcrops Oil, Other";2013;82471;1805;0;78065;79287;0;3101;0;3184;0;500;-500;0;NA
"15489";4;"Algeria";2590;"Soyabean Cake";2013;1243520;0;1243520;0;1243520;0;0;0;0;0;0;0;0;NA
"15542";4;"Algeria";2591;"Groundnut Cake";2013;21781;0;21781;0;0;0;0;0;21781;0;0;0;0;NA
"15595";4;"Algeria";2592;"Sunflowerseed Cake";2013;12249;0;12249;0;10986;0;0;0;1263;0;0;0;0;NA
"15648";4;"Algeria";2593;"Rape and Mustard Cake";2013;23278;0;23278;0;0;0;0;0;23278;0;0;0;0;NA
"15701";4;"Algeria";2594;"Cottonseed Cake";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"15754";4;"Algeria";2595;"Palmkernel Cake";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"15807";4;"Algeria";2597;"Sesameseed Cake";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"15860";4;"Algeria";2598;"Oilseed Cakes, Other";2013;1;0;1;0;0;0;0;0;1;0;0;0;0;NA
"15913";4;"Algeria";2601;"Tomatoes and products";2013;1150867;234;0;1072623;175792;78010;0;0;975075;0;0;0;0;NA
"15971";4;"Algeria";2602;"Onions";2013;1344385;0;0;1277166;0;67219;0;0;1344385;0;0;0;0;NA
"16029";4;"Algeria";2605;"Vegetables, Other";2013;4552447;7732;0;4146784;80045;397931;0;0;4472402;0;0;0;0;NA
"16087";4;"Algeria";2611;"Oranges, Mandarines";2013;1174147;446;0;1116063;52240;57637;0;0;1121907;0;0;0;1;NA
"16145";4;"Algeria";2612;"Lemons, Limes and products";2013;83092;0;0;74783;2093;8309;0;0;80999;0;0;0;0;NA
"16203";4;"Algeria";2613;"Grapefruit and products";2013;2699;0;0;2601;754;98;0;0;1945;0;0;0;0;NA
"16261";4;"Algeria";2614;"Citrus, Other";2013;9107;20;0;9087;8557;0;0;0;550;0;0;0;0;NA
"16314";4;"Algeria";2615;"Bananas";2013;274332;0;0;246899;273997;27433;0;0;335;0;0;0;0;NA
"16372";4;"Algeria";2616;"Plantains";2013;54;0;0;54;54;0;0;0;0;0;0;0;0;NA
"16425";4;"Algeria";2617;"Apples and products";2013;572000;0;0;543516;116063;28484;0;0;455937;0;0;0;0;NA
"16483";4;"Algeria";2618;"Pineapples and products";2013;10429;304;0;10099;10429;26;0;0;0;0;0;0;0;NA
"16536";4;"Algeria";2619;"Dates";2013;875327;20757;0;820642;27128;33928;0;0;848199;0;0;0;0;NA
"16594";4;"Algeria";2620;"Grapes and products (excl wine)";2013;605102;31;0;512237;34262;9834;0;83000;570840;0;0;0;0;NA
"16652";4;"Algeria";2625;"Fruits, Other";2013;1202940;501;0;1141074;54570;61365;0;0;1148370;0;0;0;0;NA
"16710";4;"Algeria";2630;"Coffee and products";2013;129329;0;0;129329;129329;0;0;0;0;0;0;0;0;NA
"16763";4;"Algeria";2633;"Cocoa Beans and products";2013;41391;6;0;41385;41391;0;0;0;0;0;0;0;0;NA
"16816";4;"Algeria";2635;"Tea (including mate)";2013;12993;1;0;12992;12993;0;0;0;0;0;0;0;0;NA
"16869";4;"Algeria";2640;"Pepper";2013;3769;0;0;3769;3769;0;0;0;0;0;0;0;0;NA
"16922";4;"Algeria";2641;"Pimento";2013;19780;0;0;18791;5280;989;0;0;14500;0;0;0;0;NA
"16980";4;"Algeria";2642;"Cloves";2013;182;0;0;182;182;0;0;0;0;0;0;0;0;NA
"17033";4;"Algeria";2645;"Spices, Other";2013;9856;0;0;9856;9856;0;0;0;0;0;0;0;0;NA
"17086";4;"Algeria";2655;"Wine";2013;55363;211;0;231;5563;0;32151;22770;49800;0;0;0;0;NA
"17140";4;"Algeria";2656;"Beer";2013;188326;0;0;188326;23326;0;0;0;165000;0;0;0;0;NA
"17194";4;"Algeria";2657;"Beverages, Fermented";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"17247";4;"Algeria";2658;"Beverages, Alcoholic";2013;7216;0;0;7216;6866;0;0;0;350;0;0;0;0;NA
"17300";4;"Algeria";2659;"Alcohol, Non-Food";2013;3385;0;0;0;3385;0;3385;0;0;0;0;0;0;NA
"17356";4;"Algeria";2661;"Cotton lint";2013;3334;0;0;0;3307;0;3334;0;27;0;0;0;0;NA
"17410";4;"Algeria";2662;"Jute";2013;255;0;0;0;255;0;255;0;0;0;0;0;0;NA
"17463";4;"Algeria";2664;"Soft-Fibres, Other";2013;11;0;0;0;11;0;11;0;0;0;0;0;0;NA
"17516";4;"Algeria";2665;"Sisal";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"17569";4;"Algeria";2667;"Hard Fibres, Other";2013;2334;0;0;0;2334;0;2334;0;0;0;0;0;0;NA
"17622";4;"Algeria";2671;"Tobacco";2013;33272;4;0;0;25354;352;32916;0;7918;0;0;0;0;NA
"17680";4;"Algeria";2672;"Rubber";2013;295;0;0;0;295;0;295;0;0;0;0;0;0;NA
"17733";4;"Algeria";2731;"Bovine Meat";2013;219582;0;0;219582;79634;0;0;0;139948;0;0;0;0;NA
"17791";4;"Algeria";2732;"Mutton & Goat Meat";2013;301320;0;0;301320;2857;0;0;0;298463;0;0;0;0;NA
"17849";4;"Algeria";2733;"Pigmeat";2013;183;0;0;142;63;0;41;0;120;0;0;0;0;NA
"17907";4;"Algeria";2734;"Poultry Meat";2013;290945;0;0;290945;3420;0;0;0;287525;0;0;0;0;NA
"17965";4;"Algeria";2735;"Meat, Other";2013;14144;1;0;14143;4;0;0;0;14140;0;0;0;0;NA
"18023";4;"Algeria";2736;"Offals, Edible";2013;56725;0;0;56725;688;0;0;0;56037;0;0;0;0;NA
"18076";4;"Algeria";2737;"Fats, Animals, Raw";2013;10331;0;0;9728;579;0;603;0;9752;0;0;0;0;NA
"18129";4;"Algeria";2740;"Butter, Ghee";2013;19549;0;0;19549;14633;0;0;0;4916;0;0;0;0;NA
"18182";4;"Algeria";2744;"Eggs";2013;347665;0;0;315937;390;10428;0;0;347275;21300;0;0;0;NA
"18235";4;"Algeria";2745;"Honey";2013;6696;6;0;6690;549;0;0;0;6147;0;0;0;0;NA
"18288";4;"Algeria";2746;"Wool (Clean Eq.)";2013;41000;0;0;0;0;0;41000;0;41000;0;0;0;0;NA
"18341";4;"Algeria";2748;"Hides and skins";2013;63876;0;0;0;19;3954;59922;0;63857;0;0;0;0;0
"18394";4;"Algeria";2749;"Meat Meal";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"18447";4;"Algeria";2805;"Rice (Milled Equivalent)";2013;118383;61;1750;116524;118170;33;0;0;213;15;0;0;0;NA
"18505";4;"Algeria";2818;"Sugar, Refined Equiv";2013;1689114;512137;0;1001977;1689114;0;175000;0;0;0;0;0;0;NA
"18558";4;"Algeria";2848;"Milk - Excluding Butter";2013;5710885;5449;0;5548979;2581483;156477;0;0;3129402;0;20;-20;0;NA
"18611";4;"Algeria";2960;"Fish, Seafood";2013;155385;1646;105;153590;47179;0;44;0;108206;0;0;0;0;NA
"18664";7;"Angola";254;"Oil, palm fruit";2013;280000;NA;NA;NA;NA;NA;NA;280000;280000;NA;NA;NA;0;0
"18722";7;"Angola";328;"Seed cotton";2013;5500;NA;NA;NA;NA;NA;NA;5500;5500;NA;NA;NA;0;0
"18780";7;"Angola";866;"Cattle";2013;624096;9;NA;NA;9096;NA;NA;624087;615000;NA;NA;NA;0;NA
"18788";7;"Angola";946;"Buffaloes";2013;1507;NA;NA;NA;1507;NA;NA;1507;NA;NA;NA;NA;0;NA
"18844";7;"Angola";976;"Sheep";2013;263935;NA;NA;NA;635;NA;NA;263935;263300;NA;NA;NA;0;NA
"18903";7;"Angola";1016;"Goats";2013;1257001;NA;NA;NA;7001;NA;NA;1257001;1250000;NA;NA;NA;0;NA
"18962";7;"Angola";1034;"Pigs";2013;1440001;NA;NA;NA;1;NA;NA;1440001;1440000;NA;NA;NA;0;NA
"19021";7;"Angola";1096;"Horses";2013;79;0;NA;NA;79;NA;NA;79;NA;NA;NA;NA;0;NA
"19032";7;"Angola";1110;"Mules";2013;18;NA;NA;NA;18;NA;NA;18;NA;NA;NA;NA;0;NA
"19090";7;"Angola";2029;"Poultry Birds";2013;33652000;0;NA;NA;702000;NA;NA;33652000;32950000;NA;NA;NA;0;NA
"19149";7;"Angola";2511;"Wheat and products";2013;976439;106;0;874421;972481;23101;0;0;3958;240;-78571;78571;0;NA
"19207";7;"Angola";2513;"Barley and products";2013;98932;0;0;2;98932;0;0;98930;0;0;0;0;0;NA
"19260";7;"Angola";2514;"Maize and products";2013;2400627;6;269658;833171;851877;252014;0;118017;1548750;57761;-870000;870000;0;NA
"19318";7;"Angola";2516;"Oats";2013;295;0;0;295;295;0;0;0;0;0;0;0;0;NA
"19371";7;"Angola";2517;"Millet and products";2013;38604;0;0;30215;1;3088;0;3358;38603;1943;0;0;0;NA
"19429";7;"Angola";2518;"Sorghum and products";2013;46423;0;46423;0;0;0;0;0;46423;0;0;0;0;NA
"19487";7;"Angola";2531;"Potatoes and products";2013;709382;0;0;437753;39246;56629;0;0;670136;215000;0;0;0;NA
"19545";7;"Angola";2532;"Cassava and products";2013;16411713;24;8880000;4249354;43;3282335;0;0;16411670;0;0;0;0;NA
"19603";7;"Angola";2533;"Sweet potatoes";2013;1199749;0;0;1055779;0;143970;0;0;1199749;0;0;0;0;NA
"19661";7;"Angola";2534;"Roots, Other";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"19714";7;"Angola";2536;"Sugar cane";2013;510000;0;5100;0;0;25500;0;476850;510000;2550;0;0;0;NA
"19772";7;"Angola";2543;"Sweeteners, Other";2013;279;0;0;279;279;0;0;0;0;0;0;0;0;NA
"19825";7;"Angola";2544;"Molasses";2013;16690;0;0;0;0;0;0;16690;16690;0;0;0;0;NA
"19879";7;"Angola";2546;"Beans";2013;367351;0;0;192446;55363;25714;0;0;311988;39191;-110000;110000;0;NA
"19937";7;"Angola";2551;"Nuts and products";2013;2018;0;0;2018;38;0;0;0;1980;0;0;0;0;NA
"19995";7;"Angola";2555;"Soyabeans";2013;11084;0;0;11084;758;0;0;0;10326;0;0;0;0;NA
"20053";7;"Angola";2556;"Groundnuts (Shelled Eq)";2013;135765;0;0;46668;1345;2697;0;70001;134420;16398;0;0;1;NA
"20111";7;"Angola";2557;"Sunflower seed";2013;12012;0;0;0;12;360;0;11448;12000;204;0;0;0;NA
"20169";7;"Angola";2559;"Cottonseed";2013;3200;0;0;0;0;96;0;2924;3200;180;0;0;0;NA
"20223";7;"Angola";2560;"Coconuts - Incl Copra";2013;3205;0;0;3205;3205;0;0;0;0;0;0;0;0;NA
"20276";7;"Angola";2561;"Sesame seed";2013;3000;0;0;2790;0;90;0;0;3000;120;0;0;0;NA
"20334";7;"Angola";2562;"Palm kernels";2013;23000;0;0;0;0;0;1800;21200;23000;0;0;0;0;NA
"20388";7;"Angola";2570;"Oilcrops, Other";2013;4008;0;0;0;8;200;8;3640;4000;160;0;0;0;NA
"20446";7;"Angola";2571;"Soyabean Oil";2013;72489;0;0;77489;72489;0;15000;0;0;0;20000;-20000;0;NA
"20499";7;"Angola";2572;"Groundnut Oil";2013;31524;0;0;16524;23;0;0;0;31501;0;-15000;15000;0;NA
"20553";7;"Angola";2573;"Sunflowerseed Oil";2013;4730;0;0;4730;723;0;0;0;4007;0;0;0;0;NA
"20607";7;"Angola";2574;"Rape and Mustard Oil";2013;916;0;0;916;916;0;0;0;0;0;0;0;0;NA
"20660";7;"Angola";2575;"Cottonseed Oil";2013;577;0;0;577;51;0;0;0;526;0;0;0;0;NA
"20714";7;"Angola";2576;"Palmkernel Oil";2013;8800;0;0;7040;0;0;1760;0;8800;0;0;0;0;NA
"20768";7;"Angola";2577;"Palm Oil";2013;274490;14000;0;65000;224490;0;195490;0;50000;0;0;0;0;NA
"20822";7;"Angola";2578;"Coconut Oil";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"20875";7;"Angola";2580;"Olive Oil";2013;4440;0;0;4440;4440;0;0;0;0;0;0;0;0;NA
"20928";7;"Angola";2582;"Maize Germ Oil";2013;45;0;0;45;45;0;0;0;0;0;0;0;0;NA
"20981";7;"Angola";2586;"Oilcrops Oil, Other";2013;17065;0;0;15241;15271;0;1824;0;1794;0;0;0;0;NA
"21034";7;"Angola";2590;"Soyabean Cake";2013;2186;0;2186;0;2186;0;0;0;0;0;0;0;0;NA
"21087";7;"Angola";2591;"Groundnut Cake";2013;37801;0;37801;0;0;0;0;0;37801;0;0;0;0;NA
"21140";7;"Angola";2592;"Sunflowerseed Cake";2013;6296;0;6296;0;0;0;0;0;6296;0;0;0;0;NA
"21193";7;"Angola";2594;"Cottonseed Cake";2013;1316;0;1316;0;0;0;0;0;1316;0;0;0;0;NA
"21246";7;"Angola";2595;"Palmkernel Cake";2013;10800;0;10800;0;0;0;0;0;10800;0;0;0;0;NA
"21299";7;"Angola";2598;"Oilseed Cakes, Other";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"21352";7;"Angola";2601;"Tomatoes and products";2013;103293;2;0;101591;86293;1700;0;0;17000;0;0;0;0;NA
"21410";7;"Angola";2602;"Onions";2013;33347;0;0;7347;7347;0;0;0;26000;0;0;0;26000;NA
"21468";7;"Angola";2605;"Vegetables, Other";2013;1540432;0;0;1343858;29264;196574;0;0;1511168;0;0;0;0;NA
"21526";7;"Angola";2611;"Oranges, Mandarines";2013;5982;0;0;5982;5982;0;0;0;0;0;0;0;0;NA
"21579";7;"Angola";2614;"Citrus, Other";2013;304407;0;0;273966;0;30441;0;0;304407;0;0;0;0;NA
"21632";7;"Angola";2615;"Bananas";2013;3095013;0;0;1154436;0;625191;0;1315380;3095013;0;0;0;6;NA
"21690";7;"Angola";2617;"Apples and products";2013;21568;22;0;21546;21568;0;0;0;0;0;0;0;0;NA
"21743";7;"Angola";2618;"Pineapples and products";2013;479357;0;0;431421;0;47936;0;0;479357;0;0;0;0;NA
"21801";7;"Angola";2619;"Dates";2013;19;0;0;19;19;0;0;0;0;0;0;0;0;NA
"21854";7;"Angola";2620;"Grapes and products (excl wine)";2013;2269;4;0;2265;2269;0;0;0;0;0;0;0;0;NA
"21907";7;"Angola";2625;"Fruits, Other";2013;54128;1;0;50077;13928;4049;0;0;40200;0;0;0;1;NA
