"Tabela 94 - Vacas ordenhadas"
"Variável - Vacas ordenhadas (Cabeças)"
"Nível";"Cód.";"Município";"Ano"
"MU";"2103703";"Cururupu (MA)";"32"
"MU";"2103752";"Davinópolis (MA)";"2467"
"MU";"2103802";"Dom Pedro (MA)";"1776"
"MU";"2103901";"Duque Bacelar (MA)";"95"
"MU";"2104008";"Esperantinópolis (MA)";"3022"
"MU";"2104057";"Estreito (MA)";"12272"
"MU";"2104073";"Feira Nova do Maranhão (MA)";"1919"
"MU";"2104081";"Fernando Falcão (MA)";"1464"
"MU";"2104099";"Formosa da Serra Negra (MA)";"2739"
"MU";"2104107";"Fortaleza dos Nogueiras (MA)";"5042"
"MU";"2104206";"Fortuna (MA)";"3449"
"MU";"2104305";"Godofredo Viana (MA)";"385"
"MU";"2104404";"Gonçalves Dias (MA)";"2167"
"MU";"2104503";"Governador Archer (MA)";"2276"
"MU";"2104552";"Governador Edison Lobão (MA)";"3612"
"MU";"2104602";"Governador Eugênio Barros (MA)";"2322"
"MU";"2104628";"Governador Luiz Rocha (MA)";"1180"
"MU";"2104651";"Governador Newton Bello (MA)";"2904"
"MU";"2104677";"Governador Nunes Freire (MA)";"2412"
"MU";"2104701";"Graça Aranha (MA)";"647"
"MU";"2104800";"Grajaú (MA)";"13745"
"MU";"2104909";"Guimarães (MA)";"15"
"MU";"2105005";"Humberto de Campos (MA)";"667"
"MU";"2105104";"Icatu (MA)";"85"
"MU";"2105153";"Igarapé do Meio (MA)";"710"
"MU";"2105203";"Igarapé Grande (MA)";"1258"
"MU";"2105302";"Imperatriz (MA)";"12238"
"MU";"2105351";"Itaipava do Grajaú (MA)";"2589"
"MU";"2105401";"Itapecuru Mirim (MA)";"2198"
"MU";"2105427";"Itinga do Maranhão (MA)";"15110"
"MU";"2105450";"Jatobá (MA)";"897"
"MU";"2105476";"Jenipapo dos Vieiras (MA)";"6424"
"MU";"2105500";"João Lisboa (MA)";"10534"
"MU";"2105609";"Joselândia (MA)";"2962"
"MU";"2105658";"Junco do Maranhão (MA)";"2862"
"MU";"2105708";"Lago da Pedra (MA)";"4122"
"MU";"2105807";"Lago do Junco (MA)";"501"
"MU";"2105906";"Lago Verde (MA)";"872"
"MU";"2105922";"Lagoa do Mato (MA)";"632"
"MU";"2105948";"Lago dos Rodrigues (MA)";"991"
"MU";"2105963";"Lagoa Grande do Maranhão (MA)";"965"
"MU";"2105989";"Lajeado Novo (MA)";"4590"
"MU";"2106003";"Lima Campos (MA)";"621"
"MU";"2106102";"Loreto (MA)";"598"
"MU";"2106201";"Luís Domingues (MA)";"509"
"MU";"2106300";"Magalhães de Almeida (MA)";"1020"
"MU";"2106326";"Maracaçumé (MA)";"4079"
"MU";"2106359";"Marajá do Sena (MA)";"828"
"MU";"2106375";"Maranhãozinho (MA)";"2941"
"MU";"2106409";"Mata Roma (MA)";"115"
"MU";"2106508";"Matinha (MA)";"1974"
"MU";"2106607";"Matões (MA)";"529"
"MU";"2106631";"Matões do Norte (MA)";"1773"
"MU";"2106672";"Milagres do Maranhão (MA)";"560"
"MU";"2106706";"Mirador (MA)";"2968"
"MU";"2106755";"Miranda do Norte (MA)";"1553"
"MU";"2106805";"Mirinzal (MA)";"61"
"MU";"2106904";"Monção (MA)";"2067"
"MU";"2107001";"Montes Altos (MA)";"4526"
"MU";"2107100";"Morros (MA)";"79"
"MU";"2107209";"Nina Rodrigues (MA)";"124"
"MU";"2107258";"Nova Colinas (MA)";"962"
"MU";"2107308";"Nova Iorque (MA)";"640"
"MU";"2107357";"Nova Olinda do Maranhão (MA)";"3146"
"MU";"2107407";"Olho d'Água das Cunhãs (MA)";"1988"
"MU";"2107456";"Olinda Nova do Maranhão (MA)";"802"
"MU";"2107506";"Paço do Lumiar (MA)";"290"
"MU";"2107605";"Palmeirândia (MA)";"461"
"MU";"2107704";"Paraibano (MA)";"1529"
"MU";"2107803";"Parnarama (MA)";"1495"
"MU";"2107902";"Passagem Franca (MA)";"982"
"MU";"2108009";"Pastos Bons (MA)";"1921"
"MU";"2108058";"Paulino Neves (MA)";"400"
"MU";"2108108";"Paulo Ramos (MA)";"1799"
"MU";"2108207";"Pedreiras (MA)";"5907"
"MU";"2108256";"Pedro do Rosário (MA)";"1798"
"MU";"2108306";"Penalva (MA)";"1322"
"MU";"2108405";"Peri Mirim (MA)";"520"
"MU";"2108454";"Peritoró (MA)";"770"
"MU";"2108504";"Pindaré-Mirim (MA)";"1944"
"MU";"2108603";"Pinheiro (MA)";"1975"
"MU";"2108702";"Pio XII (MA)";"1040"
"MU";"2108801";"Pirapemas (MA)";"1505"
"MU";"2108900";"Poção de Pedras (MA)";"5831"
"MU";"2109007";"Porto Franco (MA)";"14203"
"MU";"2109056";"Porto Rico do Maranhão (MA)";"32"
"MU";"2109106";"Presidente Dutra (MA)";"5537"
"MU";"2109205";"Presidente Juscelino (MA)";"69"
"MU";"2109239";"Presidente Médici (MA)";"3491"
"MU";"2109270";"Presidente Sarney (MA)";"921"
"MU";"2109304";"Presidente Vargas (MA)";"148"
"MU";"2109403";"Primeira Cruz (MA)";"302"
"MU";"2109452";"Raposa (MA)";"23"
"MU";"2109502";"Riachão (MA)";"2493"
"MU";"2109551";"Ribamar Fiquene (MA)";"4924"
"MU";"2109601";"Rosário (MA)";"398"
"MU";"2109700";"Sambaíba (MA)";"1106"
"MU";"2109759";"Santa Filomena do Maranhão (MA)";"1942"
"MU";"2109809";"Santa Helena (MA)";"1472"
"MU";"2109908";"Santa Inês (MA)";"3220"
"MU";"2110005";"Santa Luzia (MA)";"6328"
"MU";"2110039";"Santa Luzia do Paruá (MA)";"5897"
"MU";"2110104";"Santa Quitéria do Maranhão (MA)";"890"
"MU";"2110203";"Santa Rita (MA)";"899"
"MU";"2110237";"Santana do Maranhão (MA)";"510"
"MU";"2110278";"Santo Amaro do Maranhão (MA)";"285"
"MU";"2110302";"Santo Antônio dos Lopes (MA)";"2679"
"MU";"2110401";"São Benedito do Rio Preto (MA)";"265"
"MU";"2110500";"São Bento (MA)";"913"
"MU";"2110609";"São Bernardo (MA)";"1200"
"MU";"2110658";"São Domingos do Azeitão (MA)";"1482"
"MU";"2110708";"São Domingos do Maranhão (MA)";"5778"
"MU";"2110807";"São Félix de Balsas (MA)";"1604"
"MU";"2110856";"São Francisco do Brejão (MA)";"12903"
"MU";"2110906";"São Francisco do Maranhão (MA)";"1591"
"MU";"2111003";"São João Batista (MA)";"440"
"MU";"2111029";"São João do Carú (MA)";"407"
"MU";"2111052";"São João do Paraíso (MA)";"9792"
"MU";"2111078";"São João do Soter (MA)";"440"
"MU";"2111102";"São João dos Patos (MA)";"1809"
"MU";"2111201";"São José de Ribamar (MA)";"100"
"MU";"2111250";"São José dos Basílios (MA)";"771"
"MU";"2111300";"São Luís (MA)";"280"
"MU";"2111409";"São Luís Gonzaga do Maranhão (MA)";"2180"
"MU";"2111508";"São Mateus do Maranhão (MA)";"1070"
"MU";"2111532";"São Pedro da Água Branca (MA)";"2952"
"MU";"2111573";"São Pedro dos Crentes (MA)";"2804"
"MU";"2111607";"São Raimundo das Mangabeiras (MA)";"966"
"MU";"2111631";"São Raimundo do Doca Bezerra (MA)";"1651"
"MU";"2111672";"São Roberto (MA)";"1308"
"MU";"2111706";"São Vicente Ferrer (MA)";"940"
"MU";"2111722";"Satubinha (MA)";"921"
"MU";"2111748";"Senador Alexandre Costa (MA)";"1083"
"MU";"2111763";"Senador La Rocque (MA)";"15102"
"MU";"2111789";"Serrano do Maranhão (MA)";"41"
"MU";"2111805";"Sítio Novo (MA)";"11038"
"MU";"2111904";"Sucupira do Norte (MA)";"1233"
"MU";"2111953";"Sucupira do Riachão (MA)";"790"
"MU";"2112001";"Tasso Fragoso (MA)";"1319"
"MU";"2112100";"Timbiras (MA)";"530"
"MU";"2112209";"Timon (MA)";"1518"
"MU";"2112233";"Trizidela do Vale (MA)";"4949"
"MU";"2112274";"Tufilândia (MA)";"1485"
"MU";"2112308";"Tuntum (MA)";"6359"
"MU";"2112407";"Turiaçu (MA)";"943"
"MU";"2112456";"Turilândia (MA)";"3140"
"MU";"2112506";"Tutóia (MA)";"410"
"MU";"2112605";"Urbano Santos (MA)";"375"
"MU";"2112704";"Vargem Grande (MA)";"1900"
"MU";"2112803";"Viana (MA)";"1750"
"MU";"2112852";"Vila Nova dos Martírios (MA)";"10557"
"MU";"2112902";"Vitória do Mearim (MA)";"2798"
"MU";"2113009";"Vitorino Freire (MA)";"2420"
"MU";"2114007";"Zé Doca (MA)";"5763"
"MU";"2200053";"Acauã (PI)";"1025"
"MU";"2200103";"Agricolândia (PI)";"221"
"MU";"2200202";"Água Branca (PI)";"321"
"MU";"2200251";"Alagoinha do Piauí (PI)";"733"
"MU";"2200277";"Alegrete do Piauí (PI)";"501"
"MU";"2200301";"Alto Longá (PI)";"801"
"MU";"2200400";"Altos (PI)";"222"
"MU";"2200459";"Alvorada do Gurguéia (PI)";"733"
"MU";"2200509";"Amarante (PI)";"1067"
"MU";"2200608";"Angical do Piauí (PI)";"365"
"MU";"2200707";"Anísio de Abreu (PI)";"248"
"MU";"2200806";"Antônio Almeida (PI)";"194"
"MU";"2200905";"Aroazes (PI)";"823"
"MU";"2200954";"Aroeiras do Itaim (PI)";"321"
"MU";"2201002";"Arraial (PI)";"263"
"MU";"2201051";"Assunção do Piauí (PI)";"707"
"MU";"2201101";"Avelino Lopes (PI)";"1212"
"MU";"2201150";"Baixa Grande do Ribeiro (PI)";"706"
"MU";"2201176";"Barra D'Alcântara (PI)";"244"
"MU";"2201200";"Barras (PI)";"948"
"MU";"2201309";"Barreiras do Piauí (PI)";"639"
"MU";"2201408";"Barro Duro (PI)";"165"
"MU";"2201507";"Batalha (PI)";"376"
"MU";"2201556";"Bela Vista do Piauí (PI)";"1028"
"MU";"2201572";"Belém do Piauí (PI)";"201"
"MU";"2201606";"Beneditinos (PI)";"449"
"MU";"2201705";"Bertolínia (PI)";"910"
"MU";"2201739";"Betânia do Piauí (PI)";"534"
"MU";"2201770";"Boa Hora (PI)";"93"
"MU";"2201804";"Bocaina (PI)";"270"
"MU";"2201903";"Bom Jesus (PI)";"1414"
"MU";"2201919";"Bom Princípio do Piauí (PI)";"952"
"MU";"2201929";"Bonfim do Piauí (PI)";"223"
"MU";"2201945";"Boqueirão do Piauí (PI)";"202"
"MU";"2201960";"Brasileira (PI)";"455"
"MU";"2201988";"Brejo do Piauí (PI)";"768"
"MU";"2202000";"Buriti dos Lopes (PI)";"550"
"MU";"2202026";"Buriti dos Montes (PI)";"572"
"MU";"2202059";"Cabeceiras do Piauí (PI)";"202"
"MU";"2202075";"Cajazeiras do Piauí (PI)";"438"
"MU";"2202083";"Cajueiro da Praia (PI)";"362"
"MU";"2202091";"Caldeirão Grande do Piauí (PI)";"308"
"MU";"2202109";"Campinas do Piauí (PI)";"1439"
"MU";"2202117";"Campo Alegre do Fidalgo (PI)";"327"
"MU";"2202133";"Campo Grande do Piauí (PI)";"263"
"MU";"2202174";"Campo Largo do Piauí (PI)";"82"
"MU";"2202208";"Campo Maior (PI)";"2448"
"MU";"2202251";"Canavieira (PI)";"750"
"MU";"2202307";"Canto do Buriti (PI)";"1544"
"MU";"2202406";"Capitão de Campos (PI)";"241"
"MU";"2202455";"Capitão Gervásio Oliveira (PI)";"676"
"MU";"2202505";"Caracol (PI)";"352"
"MU";"2202539";"Caraúbas do Piauí (PI)";"1439"
"MU";"2202554";"Caridade do Piauí (PI)";"444"
"MU";"2202604";"Castelo do Piauí (PI)";"1505"
"MU";"2202653";"Caxingó (PI)";"462"
"MU";"2202703";"Cocal (PI)";"996"
"MU";"2202711";"Cocal de Telha (PI)";"215"
"MU";"2202729";"Cocal dos Alves (PI)";"168"
"MU";"2202737";"Coivaras (PI)";"115"
"MU";"2202752";"Colônia do Gurguéia (PI)";"530"
"MU";"2202778";"Colônia do Piauí (PI)";"898"
"MU";"2202802";"Conceição do Canindé (PI)";"858"
"MU";"2202851";"Coronel José Dias (PI)";"347"
"MU";"2202901";"Corrente (PI)";"3443"
"MU";"2203008";"Cristalândia do Piauí (PI)";"1376"
"MU";"2203107";"Cristino Castro (PI)";"888"
"MU";"2203206";"Curimatá (PI)";"2725"
"MU";"2203230";"Currais (PI)";"343"
"MU";"2203255";"Curralinhos (PI)";"134"
"MU";"2203271";"Curral Novo do Piauí (PI)";"453"
"MU";"2203305";"Demerval Lobão (PI)";"122"
"MU";"2203354";"Dirceu Arcoverde (PI)";"531"
"MU";"2203404";"Dom Expedito Lopes (PI)";"156"
"MU";"2203420";"Domingos Mourão (PI)";"272"
"MU";"2203453";"Dom Inocêncio (PI)";"752"
"MU";"2203503";"Elesbão Veloso (PI)";"1882"
"MU";"2203602";"Eliseu Martins (PI)";"646"
"MU";"2203701";"Esperantina (PI)";"620"
"MU";"2203750";"Fartura do Piauí (PI)";"329"
"MU";"2203800";"Flores do Piauí (PI)";"490"
"MU";"2203859";"Floresta do Piauí (PI)";"371"
"MU";"2203909";"Floriano (PI)";"1680"
"MU";"2204006";"Francinópolis (PI)";"315"
"MU";"2204105";"Francisco Ayres (PI)";"125"
"MU";"2204154";"Francisco Macedo (PI)";"302"
"MU";"2204204";"Francisco Santos (PI)";"414"
"MU";"2204303";"Fronteiras (PI)";"847"
"MU";"2204352";"Geminiano (PI)";"607"
"MU";"2204402";"Gilbués (PI)";"1405"
"MU";"2204501";"Guadalupe (PI)";"350"
"MU";"2204550";"Guaribas (PI)";"125"
"MU";"2204600";"Hugo Napoleão (PI)";"248"
"MU";"2204659";"Ilha Grande (PI)";"339"
"MU";"2204709";"Inhuma (PI)";"740"
"MU";"2204808";"Ipiranga do Piauí (PI)";"393"
"MU";"2204907";"Isaías Coelho (PI)";"691"
"MU";"2205003";"Itainópolis (PI)";"1223"
"MU";"2205102";"Itaueira (PI)";"1152"
"MU";"2205151";"Jacobina do Piauí (PI)";"1674"
"MU";"2205201";"Jaicós (PI)";"396"
"MU";"2205250";"Jardim do Mulato (PI)";"211"
"MU";"2205276";"Jatobá do Piauí (PI)";"605"
"MU";"2205300";"Jerumenha (PI)";"407"
"MU";"2205359";"João Costa (PI)";"134"
"MU";"2205409";"Joaquim Pires (PI)";"242"
"MU";"2205458";"Joca Marques (PI)";"194"
"MU";"2205508";"José de Freitas (PI)";"356"
"MU";"2205516";"Juazeiro do Piauí (PI)";"571"
"MU";"2205524";"Júlio Borges (PI)";"1809"
"MU";"2205532";"Jurema (PI)";"270"
"MU";"2205540";"Lagoinha do Piauí (PI)";"225"
"MU";"2205557";"Lagoa Alegre (PI)";"78"
"MU";"2205565";"Lagoa do Barro do Piauí (PI)";"838"
"MU";"2205573";"Lagoa de São Francisco (PI)";"118"
"MU";"2205581";"Lagoa do Piauí (PI)";"146"
"MU";"2205599";"Lagoa do Sítio (PI)";"444"
"MU";"2205607";"Landri Sales (PI)";"758"
"MU";"2205706";"Luís Correia (PI)";"2839"
"MU";"2205805";"Luzilândia (PI)";"303"
"MU";"2205854";"Madeiro (PI)";"117"
"MU";"2205904";"Manoel Emídio (PI)";"443"
"MU";"2205953";"Marcolândia (PI)";"91"
"MU";"2206001";"Marcos Parente (PI)";"383"
"MU";"2206050";"Massapê do Piauí (PI)";"540"
"MU";"2206100";"Matias Olímpio (PI)";"94"
"MU";"2206209";"Miguel Alves (PI)";"85"
"MU";"2206308";"Miguel Leão (PI)";"74"
"MU";"2206357";"Milton Brandão (PI)";"481"
"MU";"2206407";"Monsenhor Gil (PI)";"547"
"MU";"2206506";"Monsenhor Hipólito (PI)";"609"
"MU";"2206605";"Monte Alegre do Piauí (PI)";"1302"
"MU";"2206654";"Morro Cabeça no Tempo (PI)";"773"
"MU";"2206670";"Morro do Chapéu do Piauí (PI)";"87"
"MU";"2206696";"Murici dos Portelas (PI)";"435"
"MU";"2206704";"Nazaré do Piauí (PI)";"991"
"MU";"2206720";"Nazária (PI)";"319"
"MU";"2206753";"Nossa Senhora de Nazaré (PI)";"283"
"MU";"2206803";"Nossa Senhora dos Remédios (PI)";"49"
"MU";"2206902";"Novo Oriente do Piauí (PI)";"735"
"MU";"2206951";"Novo Santo Antônio (PI)";"284"
"MU";"2207009";"Oeiras (PI)";"1671"
"MU";"2207108";"Olho D'Água do Piauí (PI)";"417"
"MU";"2207207";"Padre Marcos (PI)";"467"
"MU";"2207306";"Paes Landim (PI)";"535"
"MU";"2207355";"Pajeú do Piauí (PI)";"215"
"MU";"2207405";"Palmeira do Piauí (PI)";"472"
"MU";"2207504";"Palmeirais (PI)";"273"
"MU";"2207553";"Paquetá (PI)";"512"
"MU";"2207603";"Parnaguá (PI)";"4034"
"MU";"2207702";"Parnaíba (PI)";"2944"
"MU";"2207751";"Passagem Franca do Piauí (PI)";"405"
"MU";"2207777";"Patos do Piauí (PI)";"715"
"MU";"2207793";"Pau D'Arco do Piauí (PI)";"116"
"MU";"2207801";"Paulistana (PI)";"1075"
"MU";"2207850";"Pavussu (PI)";"266"
"MU";"2207900";"Pedro II (PI)";"543"
"MU";"2207934";"Pedro Laurentino (PI)";"825"
"MU";"2207959";"Nova Santa Rita (PI)";"1213"
"MU";"2208007";"Picos (PI)";"1713"
"MU";"2208106";"Pimenteiras (PI)";"1284"
"MU";"2208205";"Pio IX (PI)";"1059"
"MU";"2208304";"Piracuruca (PI)";"683"
"MU";"2208403";"Piripiri (PI)";"616"
"MU";"2208502";"Porto (PI)";"154"
"MU";"2208551";"Porto Alegre do Piauí (PI)";"145"
"MU";"2208601";"Prata do Piauí (PI)";"180"
"MU";"2208650";"Queimada Nova (PI)";"1231"
"MU";"2208700";"Redenção do Gurguéia (PI)";"856"
"MU";"2208809";"Regeneração (PI)";"165"
"MU";"2208858";"Riacho Frio (PI)";"1235"
"MU";"2208874";"Ribeira do Piauí (PI)";"457"
"MU";"2208908";"Ribeiro Gonçalves (PI)";"1057"
"MU";"2209005";"Rio Grande do Piauí (PI)";"514"
"MU";"2209104";"Santa Cruz do Piauí (PI)";"1274"
"MU";"2209153";"Santa Cruz dos Milagres (PI)";"144"
"MU";"2209203";"Santa Filomena (PI)";"1431"
"MU";"2209302";"Santa Luz (PI)";"838"
"MU";"2209351";"Santana do Piauí (PI)";"115"
"MU";"2209377";"Santa Rosa do Piauí (PI)";"537"
"MU";"2209401";"Santo Antônio de Lisboa (PI)";"374"
"MU";"2209450";"Santo Antônio dos Milagres (PI)";"32"
"MU";"2209500";"Santo Inácio do Piauí (PI)";"373"
"MU";"2209559";"São Braz do Piauí (PI)";"174"
"MU";"2209609";"São Félix do Piauí (PI)";"435"
"MU";"2209658";"São Francisco de Assis do Piauí (PI)";"402"
"MU";"2209708";"São Francisco do Piauí (PI)";"612"
"MU";"2209757";"São Gonçalo do Gurguéia (PI)";"393"
"MU";"2209807";"São Gonçalo do Piauí (PI)";"394"
"MU";"2209856";"São João da Canabrava (PI)";"131"
"MU";"2209872";"São João da Fronteira (PI)";"113"
"MU";"2209906";"São João da Serra (PI)";"851"
"MU";"2209955";"São João da Varjota (PI)";"172"
"MU";"2209971";"São João do Arraial (PI)";"35"
"MU";"2210003";"São João do Piauí (PI)";"1123"
"MU";"2210052";"São José do Divino (PI)";"1608"
"MU";"2210102";"São José do Peixe (PI)";"622"
"MU";"2210201";"São José do Piauí (PI)";"173"
"MU";"2210300";"São Julião (PI)";"378"
"MU";"2210359";"São Lourenço do Piauí (PI)";"250"
"MU";"2210375";"São Luis do Piauí (PI)";"199"
"MU";"2210383";"São Miguel da Baixa Grande (PI)";"282"
"MU";"2210391";"São Miguel do Fidalgo (PI)";"573"
"MU";"2210409";"São Miguel do Tapuio (PI)";"1761"
"MU";"2210508";"São Pedro do Piauí (PI)";"934"
"MU";"2210607";"São Raimundo Nonato (PI)";"592"
"MU";"2210623";"Sebastião Barros (PI)";"1276"
"MU";"2210631";"Sebastião Leal (PI)";"300"
"MU";"2210656";"Sigefredo Pacheco (PI)";"698"
"MU";"2210706";"Simões (PI)";"678"
"MU";"2210805";"Simplício Mendes (PI)";"1505"
"MU";"2210904";"Socorro do Piauí (PI)";"337"
"MU";"2210938";"Sussuapara (PI)";"318"
"MU";"2210953";"Tamboril do Piauí (PI)";"332"
"MU";"2210979";"Tanque do Piauí (PI)";"135"
"MU";"2211001";"Teresina (PI)";"1891"
"MU";"2211100";"União (PI)";"262"
"MU";"2211209";"Uruçuí (PI)";"1338"
"MU";"2211308";"Valença do Piauí (PI)";"1006"
"MU";"2211357";"Várzea Branca (PI)";"342"
"MU";"2211407";"Várzea Grande (PI)";"112"
"MU";"2211506";"Vera Mendes (PI)";"270"
"MU";"2211605";"Vila Nova do Piauí (PI)";"223"
"MU";"2211704";"Wall Ferraz (PI)";"494"
"MU";"2300101";"Abaiara (CE)";"1619"
"MU";"2300150";"Acarape (CE)";"467"
"MU";"2300200";"Acaraú (CE)";"1450"
"MU";"2300309";"Acopiara (CE)";"7974"
"MU";"2300408";"Aiuaba (CE)";"1895"
"MU";"2300507";"Alcântaras (CE)";"285"
"MU";"2300606";"Altaneira (CE)";"712"
"MU";"2300705";"Alto Santo (CE)";"7410"
"MU";"2300754";"Amontada (CE)";"2068"
"MU";"2300804";"Antonina do Norte (CE)";"578"
"MU";"2300903";"Apuiarés (CE)";"1112"
"MU";"2301000";"Aquiraz (CE)";"2393"
"MU";"2301109";"Aracati (CE)";"1422"
"MU";"2301208";"Aracoiaba (CE)";"1564"
"MU";"2301257";"Ararendá (CE)";"1569"
"MU";"2301307";"Araripe (CE)";"2712"
"MU";"2301406";"Aratuba (CE)";"681"
"MU";"2301505";"Arneiroz (CE)";"1944"
"MU";"2301604";"Assaré (CE)";"4399"
"MU";"2301703";"Aurora (CE)";"4965"
"MU";"2301802";"Baixio (CE)";"2655"
"MU";"2301851";"Banabuiú (CE)";"4400"
"MU";"2301901";"Barbalha (CE)";"2212"
"MU";"2301950";"Barreira (CE)";"664"
"MU";"2302008";"Barro (CE)";"3496"
"MU";"2302057";"Barroquinha (CE)";"329"
"MU";"2302107";"Baturité (CE)";"817"
"MU";"2302206";"Beberibe (CE)";"1637"
"MU";"2302305";"Bela Cruz (CE)";"1638"
"MU";"2302404";"Boa Viagem (CE)";"8175"
"MU";"2302503";"Brejo Santo (CE)";"6608"
"MU";"2302602";"Camocim (CE)";"1198"
"MU";"2302701";"Campos Sales (CE)";"2110"
"MU";"2302800";"Canindé (CE)";"8685"
"MU";"2302909";"Capistrano (CE)";"756"
"MU";"2303006";"Caridade (CE)";"1366"
"MU";"2303105";"Cariré (CE)";"4271"
"MU";"2303204";"Caririaçu (CE)";"2776"
"MU";"2303303";"Cariús (CE)";"3063"
"MU";"2303402";"Carnaubal (CE)";"750"
"MU";"2303501";"Cascavel (CE)";"1196"
"MU";"2303600";"Catarina (CE)";"1513"
"MU";"2303659";"Catunda (CE)";"1221"
"MU";"2303709";"Caucaia (CE)";"5155"
"MU";"2303808";"Cedro (CE)";"5442"
"MU";"2303907";"Chaval (CE)";"171"
"MU";"2303931";"Choró (CE)";"2440"
"MU";"2303956";"Chorozinho (CE)";"562"
"MU";"2304004";"Coreaú (CE)";"1740"
"MU";"2304103";"Crateús (CE)";"10490"
"MU";"2304202";"Crato (CE)";"6262"
"MU";"2304236";"Croatá (CE)";"650"
"MU";"2304251";"Cruz (CE)";"885"
"MU";"2304269";"Deputado Irapuan Pinheiro (CE)";"1620"
"MU";"2304277";"Ererê (CE)";"3885"
"MU";"2304285";"Eusébio (CE)";"378"
"MU";"2304301";"Farias Brito (CE)";"2882"
"MU";"2304350";"Forquilha (CE)";"4409"
"MU";"2304400";"Fortaleza (CE)";"1251"
"MU";"2304459";"Fortim (CE)";"377"
"MU";"2304509";"Frecheirinha (CE)";"600"
"MU";"2304608";"General Sampaio (CE)";"814"
"MU";"2304657";"Graça (CE)";"527"
"MU";"2304707";"Granja (CE)";"3339"
"MU";"2304806";"Granjeiro (CE)";"696"
"MU";"2304905";"Groaíras (CE)";"1310"
"MU";"2304954";"Guaiúba (CE)";"995"
"MU";"2305001";"Guaraciaba do Norte (CE)";"2300"
"MU";"2305100";"Guaramiranga (CE)";"204"
"MU";"2305209";"Hidrolândia (CE)";"2913"
"MU";"2305233";"Horizonte (CE)";"1054"
"MU";"2305266";"Ibaretama (CE)";"2793"
"MU";"2305308";"Ibiapina (CE)";"1050"
"MU";"2305332";"Ibicuitinga (CE)";"1642"
"MU";"2305357";"Icapuí (CE)";"847"
"MU";"2305407";"Icó (CE)";"9705"
"MU";"2305506";"Iguatu (CE)";"10850"
"MU";"2305605";"Independência (CE)";"8508"
"MU";"2305654";"Ipaporanga (CE)";"1756"
"MU";"2305704";"Ipaumirim (CE)";"3400"
"MU";"2305803";"Ipu (CE)";"3000"
"MU";"2305902";"Ipueiras (CE)";"4850"
"MU";"2306009";"Iracema (CE)";"7425"
"MU";"2306108";"Irauçuba (CE)";"4012"
"MU";"2306207";"Itaiçaba (CE)";"344"
"MU";"2306256";"Itaitinga (CE)";"420"
"MU";"2306306";"Itapajé (CE)";"2845"
"MU";"2306405";"Itapipoca (CE)";"4125"
"MU";"2306504";"Itapiúna (CE)";"1364"
"MU";"2306553";"Itarema (CE)";"1137"
"MU";"2306603";"Itatira (CE)";"1961"
"MU";"2306702";"Jaguaretama (CE)";"10230"
"MU";"2306801";"Jaguaribara (CE)";"4006"
"MU";"2306900";"Jaguaribe (CE)";"15945"
"MU";"2307007";"Jaguaruana (CE)";"3301"
"MU";"2307106";"Jardim (CE)";"2817"
"MU";"2307205";"Jati (CE)";"1339"
"MU";"2307254";"Jijoca de Jericoacoara (CE)";"258"
"MU";"2307304";"Juazeiro do Norte (CE)";"2909"
"MU";"2307403";"Jucás (CE)";"3336"
"MU";"2307502";"Lavras da Mangabeira (CE)";"6434"
"MU";"2307601";"Limoeiro do Norte (CE)";"11182"
"MU";"2307635";"Madalena (CE)";"5458"
"MU";"2307650";"Maracanaú (CE)";"295"
"MU";"2307700";"Maranguape (CE)";"4710"
"MU";"2307809";"Marco (CE)";"1850"
"MU";"2307908";"Martinópole (CE)";"446"
"MU";"2308005";"Massapê (CE)";"2352"
"MU";"2308104";"Mauriti (CE)";"7421"
"MU";"2308203";"Meruoca (CE)";"249"
"MU";"2308302";"Milagres (CE)";"4461"
"MU";"2308351";"Milhã (CE)";"3770"
"MU";"2308377";"Miraíma (CE)";"2275"
"MU";"2308401";"Missão Velha (CE)";"3020"
"MU";"2308500";"Mombaça (CE)";"5776"
"MU";"2308609";"Monsenhor Tabosa (CE)";"2973"
"MU";"2308708";"Morada Nova (CE)";"22270"
"MU";"2308807";"Moraújo (CE)";"907"
"MU";"2308906";"Morrinhos (CE)";"1402"
"MU";"2309003";"Mucambo (CE)";"493"
"MU";"2309102";"Mulungu (CE)";"175"
"MU";"2309201";"Nova Olinda (CE)";"1771"
"MU";"2309300";"Nova Russas (CE)";"2682"
"MU";"2309409";"Novo Oriente (CE)";"3360"
"MU";"2309458";"Ocara (CE)";"954"
"MU";"2309508";"Orós (CE)";"4435"
"MU";"2309607";"Pacajus (CE)";"1415"
"MU";"2309706";"Pacatuba (CE)";"798"
"MU";"2309805";"Pacoti (CE)";"213"
"MU";"2309904";"Pacujá (CE)";"339"
"MU";"2310001";"Palhano (CE)";"687"
"MU";"2310100";"Palmácia (CE)";"315"
"MU";"2310209";"Paracuru (CE)";"930"
"MU";"2310258";"Paraipaba (CE)";"1267"
"MU";"2310308";"Parambu (CE)";"6080"
"MU";"2310407";"Paramoti (CE)";"1171"
"MU";"2310506";"Pedra Branca (CE)";"5070"
"MU";"2310605";"Penaforte (CE)";"984"
"MU";"2310704";"Pentecoste (CE)";"3857"
"MU";"2310803";"Pereiro (CE)";"2253"
"MU";"2310852";"Pindoretama (CE)";"542"
