"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Nível";"Cód.";"Município";"Ano x Tipo de rebanho"
"Nível";"Cód.";"Município";"2013"
"Nível";"Cód.";"Município";"Bovino";"Bubalino";"Equino";"Suíno - total";"Suíno - matrizes de suínos";"Caprino";"Ovino";"Galináceos - total";"Galináceos - galinhas";"Codornas"
"MU";"2608909";"Limoeiro (PE)";"17696";"-";"1150";"5137";"150";"1800";"4500";"110000";"25000";"800"
"MU";"2609006";"Macaparana (PE)";"5500";"-";"170";"370";"100";"300";"300";"15000";"5500";"-"
"MU";"2609105";"Machados (PE)";"2811";"-";"19";"85";"16";"240";"21";"8600";"1800";"-"
"MU";"2609154";"Manari (PE)";"10200";"-";"1500";"2100";"710";"19000";"20000";"36000";"13000";"-"
"MU";"2609204";"Maraial (PE)";"6099";"329";"400";"97";"26";"230";"547";"6000";"3100";"-"
"MU";"2609303";"Mirandiba (PE)";"6704";"-";"250";"2680";"675";"19681";"27730";"8620";"2905";"-"
"MU";"2609402";"Moreno (PE)";"2800";"384";"180";"1000";"400";"700";"800";"774400";"232320";"-"
"MU";"2609501";"Nazaré da Mata (PE)";"2600";"-";"120";"2000";"600";"350";"226";"220000";"90000";"-"
"MU";"2609600";"Olinda (PE)";"100";"-";"100";"90";"20";"15";"58";"5000";"1000";"7000"
"MU";"2609709";"Orobó (PE)";"5132";"-";"20";"3850";"150";"2450";"1750";"845900";"578000";"300"
"MU";"2609808";"Orocó (PE)";"4120";"-";"220";"1600";"640";"9900";"19640";"13030";"8570";"-"
"MU";"2609907";"Ouricuri (PE)";"34637";"-";"1550";"5900";"1200";"25600";"35450";"39000";"9980";"-"
"MU";"2610004";"Palmares (PE)";"10132";"95";"1280";"260";"70";"950";"1550";"5000";"3000";"-"
"MU";"2610103";"Palmeirina (PE)";"9000";"-";"960";"450";"30";"25";"1760";"62000";"6000";"-"
"MU";"2610202";"Panelas (PE)";"12100";"-";"620";"1410";"410";"4350";"3400";"8100";"1720";"-"
"MU";"2610301";"Paranatama (PE)";"3600";"-";"300";"1048";"70";"1400";"3040";"46000";"5100";"-"
"MU";"2610400";"Parnamirim (PE)";"20929";"-";"1400";"4783";"1862";"60557";"45250";"52950";"17404";"-"
"MU";"2610509";"Passira (PE)";"8259";"-";"1450";"2000";"160";"2100";"5200";"44000";"30000";"500"
"MU";"2610608";"Paudalho (PE)";"4000";"-";"700";"12000";"3000";"600";"3000";"1200000";"980000";"18000"
"MU";"2610707";"Paulista (PE)";"1565";"-";"150";"3700";"1700";"120";"1230";"57000";"26000";"18000"
"MU";"2610806";"Pedra (PE)";"36000";"-";"1500";"7000";"1100";"5500";"16500";"48000";"19000";"-"
"MU";"2610905";"Pesqueira (PE)";"31246";"-";"1650";"5300";"2000";"3255";"3991";"880000";"55000";"2500"
"MU";"2611002";"Petrolândia (PE)";"5637";"-";"452";"1760";"550";"32157";"24193";"75000";"41431";"-"
"MU";"2611101";"Petrolina (PE)";"20900";"3";"2700";"14500";"7700";"213600";"137200";"51000";"45100";"-"
"MU";"2611200";"Poção (PE)";"8652";"-";"303";"642";"336";"700";"1300";"10000";"3500";"-"
"MU";"2611309";"Pombos (PE)";"7745";"236";"778";"356";"30";"1183";"583";"375353";"180328";"10534"
"MU";"2611408";"Primavera (PE)";"1426";"-";"223";"194";"128";"244";"195";"327";"255";"-"
"MU";"2611507";"Quipapá (PE)";"14427";"-";"733";"90";"15";"531";"1238";"6500";"4750";"-"
"MU";"2611533";"Quixaba (PE)";"5841";"-";"115";"742";"160";"1375";"1430";"17000";"4300";"-"
"MU";"2611606";"Recife (PE)";"350";"10";"400";"700";"300";"400";"1247";"715";"214";"-"
"MU";"2611705";"Riacho das Almas (PE)";"7500";"-";"400";"1380";"250";"3350";"2200";"145600";"90250";"-"
"MU";"2611804";"Ribeirão (PE)";"4395";"946";"432";"204";"166";"289";"478";"51122";"4918";"-"
"MU";"2611903";"Rio Formoso (PE)";"2214";"843";"164";"246";"99";"316";"242";"359";"282";"-"
"MU";"2612000";"Sairé (PE)";"12210";"80";"900";"935";"86";"1143";"1443";"173490";"70980";"22200"
"MU";"2612109";"Salgadinho (PE)";"2598";"-";"80";"1900";"115";"1050";"230";"52000";"1600";"-"
"MU";"2612208";"Salgueiro (PE)";"14167";"-";"1300";"5130";"1264";"19738";"15580";"75420";"24642";"-"
"MU";"2612307";"Saloá (PE)";"10272";"-";"1000";"1049";"70";"1700";"4000";"140000";"7000";"-"
"MU";"2612406";"Sanharó (PE)";"18500";"-";"700";"3200";"600";"2000";"2000";"80000";"40000";"-"
"MU";"2612455";"Santa Cruz (PE)";"9070";"-";"800";"1500";"500";"55026";"45837";"18000";"4500";"-"
"MU";"2612471";"Santa Cruz da Baixa Verde (PE)";"4092";"-";"483";"899";"200";"2189";"5824";"9000";"3200";"-"
"MU";"2612505";"Santa Cruz do Capibaribe (PE)";"8500";"-";"800";"1500";"400";"11200";"5050";"9800";"980";"-"
"MU";"2612554";"Santa Filomena (PE)";"5344";"-";"430";"2200";"600";"13900";"32000";"4850";"1100";"-"
"MU";"2612604";"Santa Maria da Boa Vista (PE)";"10809";"-";"929";"2145";"1113";"67129";"34915";"25300";"22600";"-"
"MU";"2612703";"Santa Maria do Cambucá (PE)";"2241";"-";"60";"700";"38";"550";"1200";"34000";"2800";"-"
"MU";"2612802";"Santa Terezinha (PE)";"3200";"-";"150";"500";"100";"850";"1100";"45460";"5000";"-"
"MU";"2612901";"São Benedito do Sul (PE)";"8529";"-";"315";"69";"9";"72";"193";"54520";"1800";"-"
"MU";"2613008";"São Bento do Una (PE)";"54000";"-";"700";"20000";"6000";"3300";"3800";"6100000";"3500000";"200000"
"MU";"2613107";"São Caitano (PE)";"17800";"-";"530";"1700";"340";"5400";"3700";"185000";"24500";"-"
"MU";"2613206";"São João (PE)";"8900";"-";"450";"1257";"30";"443";"3324";"130000";"6000";"-"
"MU";"2613305";"São Joaquim do Monte (PE)";"15433";"-";"710";"1171";"125";"880";"284";"11888";"6602";"853"
"MU";"2613404";"São José da Coroa Grande (PE)";"1230";"60";"80";"15";"2";"120";"120";"2150";"1650";"-"
"MU";"2613503";"São José do Belmonte (PE)";"18923";"-";"1235";"1380";"600";"5585";"15818";"23500";"11500";"-"
"MU";"2613602";"São José do Egito (PE)";"11523";"-";"650";"4000";"400";"4700";"8000";"989058";"213543";"-"
"MU";"2613701";"São Lourenço da Mata (PE)";"1400";"9";"150";"500";"200";"444";"1078";"93500";"29000";"-"
"MU";"2613800";"São Vicente Férrer (PE)";"4696";"-";"-";"500";"100";"700";"320";"18000";"7400";"-"
"MU";"2613909";"Serra Talhada (PE)";"32422";"-";"4396";"11013";"4300";"74068";"83763";"40000";"16500";"-"
"MU";"2614006";"Serrita (PE)";"18794";"-";"1220";"5210";"1496";"18042";"19950";"45120";"19000";"-"
"MU";"2614105";"Sertânia (PE)";"19000";"-";"2600";"5700";"1310";"106000";"75000";"75000";"26000";"1100"
"MU";"2614204";"Sirinhaém (PE)";"1244";"48";"385";"116";"36";"118";"106";"364";"249";"-"
"MU";"2614303";"Moreilândia (PE)";"11290";"-";"380";"3956";"1136";"6257";"7896";"28690";"13132";"-"
"MU";"2614402";"Solidão (PE)";"3061";"-";"130";"550";"100";"1318";"1255";"13100";"4600";"300"
"MU";"2614501";"Surubim (PE)";"12750";"60";"150";"6450";"610";"4500";"6800";"38900";"2900";"4200"
"MU";"2614600";"Tabira (PE)";"10788";"10";"480";"3600";"400";"4000";"4500";"30000";"10000";"2000"
"MU";"2614709";"Tacaimbó (PE)";"7816";"-";"330";"1762";"520";"695";"2327";"90000";"42000";"-"
"MU";"2614808";"Tacaratu (PE)";"6576";"-";"562";"400";"260";"24947";"18472";"10000";"4500";"-"
"MU";"2614857";"Tamandaré (PE)";"4282";"510";"500";"90";"5";"250";"550";"1500";"800";"-"
"MU";"2615003";"Taquaritinga do Norte (PE)";"10100";"-";"450";"1380";"320";"12100";"6800";"21800";"1350";"-"
"MU";"2615102";"Terezinha (PE)";"5250";"-";"270";"895";"40";"90";"2400";"46000";"3600";"-"
"MU";"2615201";"Terra Nova (PE)";"4245";"-";"251";"2860";"728";"9335";"9667";"12150";"3528";"-"
"MU";"2615300";"Timbaúba (PE)";"12435";"-";"600";"800";"160";"1800";"2050";"105000";"25000";"-"
"MU";"2615409";"Toritama (PE)";"3350";"-";"300";"880";"250";"750";"620";"2200";"680";"-"
"MU";"2615508";"Tracunhaém (PE)";"1700";"-";"120";"450";"120";"400";"400";"370000";"90000";"-"
"MU";"2615607";"Trindade (PE)";"3647";"-";"170";"1690";"300";"620";"1540";"9900";"2200";"-"
"MU";"2615706";"Triunfo (PE)";"3215";"-";"299";"564";"250";"1386";"2618";"8500";"2880";"-"
"MU";"2615805";"Tupanatinga (PE)";"24000";"-";"1400";"2500";"800";"7500";"6500";"45000";"18000";"-"
"MU";"2615904";"Tuparetama (PE)";"3021";"-";"260";"2700";"430";"3308";"6176";"226300";"3000";"50"
"MU";"2616001";"Venturosa (PE)";"10700";"-";"410";"7800";"2300";"3200";"6500";"126000";"26000";"-"
"MU";"2616100";"Verdejante (PE)";"4482";"-";"590";"1380";"390";"6284";"9400";"16450";"5481";"900"
"MU";"2616183";"Vertente do Lério (PE)";"3479";"-";"40";"700";"60";"440";"290";"14000";"1900";"-"
"MU";"2616209";"Vertentes (PE)";"6285";"-";"60";"600";"50";"2100";"2500";"76800";"68000";"40000"
"MU";"2616308";"Vicência (PE)";"3609";"-";"350";"200";"35";"800";"270";"25000";"10000";"-"
"MU";"2616407";"Vitória de Santo Antão (PE)";"10671";"866";"1794";"1178";"313";"2486";"1041";"617834";"368642";"38003"
"MU";"2616506";"Xexéu (PE)";"4219";"39";"230";"90";"18";"110";"340";"6000";"5000";"-"
"MU";"2700102";"Água Branca (AL)";"9969";"-";"1053";"860";"168";"5800";"7600";"30940";"9000";"-"
"MU";"2700201";"Anadia (AL)";"12650";"-";"292";"550";"40";"65";"335";"5410";"1060";"-"
"MU";"2700300";"Arapiraca (AL)";"31131";"30";"1890";"21115";"3115";"3047";"3565";"2080214";"978093";"80000"
"MU";"2700409";"Atalaia (AL)";"16214";"-";"560";"280";"35";"298";"1390";"26000";"1312";"-"
"MU";"2700508";"Barra de Santo Antônio (AL)";"434";"-";"82";"12";"2";"8";"20";"1466";"200";"-"
"MU";"2700607";"Barra de São Miguel (AL)";"11";"-";"12";"6";"-";"8";"16";"202";"72";"-"
"MU";"2700706";"Batalha (AL)";"19856";"-";"875";"9635";"1912";"2236";"2839";"51258";"11362";"-"
"MU";"2700805";"Belém (AL)";"8806";"-";"334";"349";"38";"238";"479";"8107";"3548";"-"
"MU";"2700904";"Belo Monte (AL)";"14720";"-";"638";"2720";"489";"642";"1673";"10785";"3562";"-"
"MU";"2701001";"Boca da Mata (AL)";"12080";"-";"306";"170";"19";"90";"590";"3735";"585";"-"
"MU";"2701100";"Branquinha (AL)";"6120";"-";"505";"489";"-";"192";"899";"3827";"844";"-"
"MU";"2701209";"Cacimbinhas (AL)";"13685";"-";"865";"680";"35";"1020";"2589";"20140";"9020";"-"
"MU";"2701308";"Cajueiro (AL)";"7150";"-";"255";"1087";"110";"110";"520";"110000";"800";"-"
"MU";"2701357";"Campestre (AL)";"1657";"-";"70";"50";"5";"80";"50";"2000";"1000";"-"
"MU";"2701407";"Campo Alegre (AL)";"2578";"-";"220";"495";"43";"66";"245";"29730";"820";"300"
"MU";"2701506";"Campo Grande (AL)";"19260";"-";"410";"498";"80";"86";"570";"13560";"1720";"-"
"MU";"2701605";"Canapi (AL)";"16313";"-";"1160";"1250";"170";"1950";"8700";"38165";"3850";"-"
"MU";"2701704";"Capela (AL)";"12300";"-";"430";"270";"57";"210";"1100";"3200";"700";"-"
"MU";"2701803";"Carneiros (AL)";"4925";"-";"355";"454";"68";"270";"3241";"6614";"1332";"-"
"MU";"2701902";"Chã Preta (AL)";"26500";"-";"770";"400";"65";"215";"1900";"48000";"1200";"-"
"MU";"2702009";"Coité do Nóia (AL)";"8489";"-";"678";"1356";"382";"1627";"2368";"151236";"9652";"-"
"MU";"2702108";"Colônia Leopoldina (AL)";"6160";"-";"461";"337";"68";"182";"329";"5221";"1013";"-"
"MU";"2702207";"Coqueiro Seco (AL)";"163";"-";"80";"424";"43";"22";"39";"1356";"96";"-"
"MU";"2702306";"Coruripe (AL)";"5985";"-";"418";"365";"65";"130";"650";"31900";"1650";"-"
"MU";"2702355";"Craíbas (AL)";"17560";"-";"1084";"2312";"536";"885";"2369";"38569";"8364";"-"
"MU";"2702405";"Delmiro Gouveia (AL)";"9365";"-";"800";"1500";"334";"5500";"11300";"9400";"4280";"-"
"MU";"2702504";"Dois Riachos (AL)";"9070";"-";"380";"960";"55";"680";"2770";"14150";"6100";"-"
"MU";"2702553";"Estrela de Alagoas (AL)";"11236";"-";"640";"1200";"64";"638";"1850";"20200";"7200";"-"
"MU";"2702603";"Feira Grande (AL)";"15780";"-";"536";"1480";"425";"562";"2145";"90215";"18650";"-"
"MU";"2702702";"Feliz Deserto (AL)";"954";"-";"90";"122";"12";"70";"170";"620";"150";"-"
"MU";"2702801";"Flexeiras (AL)";"10774";"-";"401";"414";"59";"268";"674";"14903";"929";"-"
"MU";"2702900";"Girau do Ponciano (AL)";"34587";"-";"1723";"3342";"539";"2256";"4589";"64289";"16221";"-"
"MU";"2703007";"Ibateguara (AL)";"15485";"57";"625";"490";"89";"272";"1030";"5906";"1759";"-"
"MU";"2703106";"Igaci (AL)";"18375";"-";"1260";"1316";"90";"1350";"2200";"45500";"17000";"-"
"MU";"2703205";"Igreja Nova (AL)";"33100";"11";"1160";"1055";"95";"410";"1450";"77300";"2800";"-"
"MU";"2703304";"Inhapi (AL)";"16970";"-";"774";"1880";"370";"1130";"8990";"36590";"9220";"-"
"MU";"2703403";"Jacaré dos Homens (AL)";"14589";"-";"598";"3315";"684";"432";"2652";"9325";"3226";"-"
"MU";"2703502";"Jacuípe (AL)";"12087";"40";"321";"100";"15";"100";"500";"3600";"900";"-"
"MU";"2703601";"Japaratinga (AL)";"1052";"5";"141";"140";"30";"75";"210";"5600";"960";"-"
"MU";"2703700";"Jaramataia (AL)";"7325";"-";"438";"1352";"398";"525";"1729";"92536";"4225";"-"
"MU";"2703759";"Jequiá da Praia (AL)";"502";"-";"93";"127";"19";"52";"83";"2575";"567";"-"
"MU";"2703809";"Joaquim Gomes (AL)";"17072";"-";"551";"1060";"71";"197";"877";"4532";"1030";"-"
"MU";"2703908";"Jundiá (AL)";"3954";"14";"150";"100";"30";"70";"500";"1500";"350";"-"
"MU";"2704005";"Junqueiro (AL)";"9698";"-";"540";"479";"83";"136";"548";"146510";"2187";"-"
"MU";"2704104";"Lagoa da Canoa (AL)";"8254";"-";"525";"1748";"348";"836";"1126";"112369";"19256";"-"
"MU";"2704203";"Limoeiro de Anadia (AL)";"12102";"-";"341";"400";"59";"192";"362";"45015";"2604";"-"
"MU";"2704302";"Maceió (AL)";"3411";"-";"349";"500";"18";"-";"194";"298334";"-";"4000"
"MU";"2704401";"Major Isidoro (AL)";"27939";"-";"640";"2490";"150";"880";"1650";"18000";"6200";"-"
"MU";"2704500";"Maragogi (AL)";"8709";"138";"611";"406";"64";"411";"429";"8315";"1019";"521"
"MU";"2704609";"Maravilha (AL)";"9283";"-";"638";"612";"122";"478";"3792";"12779";"2307";"-"
"MU";"2704708";"Marechal Deodoro (AL)";"3178";"-";"220";"35";"3";"8";"51";"1195";"256";"-"
"MU";"2704807";"Maribondo (AL)";"21125";"78";"712";"640";"85";"110";"750";"90000";"1200";"-"
"MU";"2704906";"Mar Vermelho (AL)";"13100";"-";"730";"310";"70";"122";"2000";"5700";"900";"-"
"MU";"2705002";"Mata Grande (AL)";"19217";"-";"1590";"2050";"439";"8307";"10380";"40350";"5250";"-"
"MU";"2705101";"Matriz de Camaragibe (AL)";"9175";"15";"550";"350";"40";"150";"700";"4100";"750";"-"
"MU";"2705200";"Messias (AL)";"2178";"-";"123";"129";"11";"18";"234";"1190";"108";"-"
"MU";"2705309";"Minador do Negrão (AL)";"11232";"-";"420";"400";"35";"700";"1680";"6000";"5500";"-"
"MU";"2705408";"Monteirópolis (AL)";"7933";"-";"311";"2680";"888";"278";"1973";"5198";"853";"-"
"MU";"2705507";"Murici (AL)";"18105";"4";"488";"472";"79";"220";"1254";"3194";"742";"-"
"MU";"2705606";"Novo Lino (AL)";"5783";"-";"271";"540";"85";"181";"199";"3090";"848";"-"
"MU";"2705705";"Olho d'Água das Flores (AL)";"9566";"-";"302";"1246";"289";"305";"2365";"16701";"2328";"-"
"MU";"2705804";"Olho d'Água do Casado (AL)";"7812";"-";"387";"570";"130";"730";"3890";"10600";"3950";"-"
"MU";"2705903";"Olho d'Água Grande (AL)";"10100";"-";"415";"660";"100";"300";"585";"11100";"3400";"-"
"MU";"2706000";"Olivença (AL)";"10789";"-";"350";"872";"140";"109";"2333";"10090";"2050";"-"
"MU";"2706109";"Ouro Branco (AL)";"6027";"-";"628";"696";"148";"746";"3978";"12630";"2352";"-"
"MU";"2706208";"Palestina (AL)";"2838";"-";"77";"460";"92";"64";"1274";"1694";"572";"-"
"MU";"2706307";"Palmeira dos Índios (AL)";"41756";"-";"2400";"4140";"390";"2200";"4050";"120000";"40000";"41000"
"MU";"2706406";"Pão de Açúcar (AL)";"24231";"-";"909";"1238";"258";"999";"4989";"9250";"3826";"-"
"MU";"2706422";"Pariconha (AL)";"5510";"-";"1080";"240";"165";"3150";"5200";"18400";"8300";"-"
"MU";"2706448";"Paripueira (AL)";"402";"-";"86";"45";"10";"3";"80";"731";"171";"-"
"MU";"2706505";"Passo de Camaragibe (AL)";"7330";"-";"332";"116";"29";"159";"481";"1197";"332";"-"
"MU";"2706604";"Paulo Jacinto (AL)";"15000";"-";"635";"630";"65";"160";"1980";"5431";"700";"-"
"MU";"2706703";"Penedo (AL)";"15120";"-";"490";"415";"45";"190";"375";"22690";"2690";"-"
"MU";"2706802";"Piaçabuçu (AL)";"4399";"-";"308";"200";"40";"35";"360";"20860";"260";"-"
"MU";"2706901";"Pilar (AL)";"5635";"4";"419";"206";"53";"7";"196";"3127";"146";"-"
"MU";"2707008";"Pindoba (AL)";"13100";"-";"385";"242";"25";"105";"320";"1945";"500";"-"
"MU";"2707107";"Piranhas (AL)";"12373";"-";"590";"1080";"165";"1050";"5630";"15550";"2450";"4180"
"MU";"2707206";"Poço das Trincheiras (AL)";"10987";"-";"462";"593";"99";"492";"3259";"10357";"3045";"-"
"MU";"2707305";"Porto Calvo (AL)";"24000";"86";"450";"650";"60";"600";"610";"2500";"800";"-"
"MU";"2707404";"Porto de Pedras (AL)";"5570";"100";"190";"193";"38";"130";"460";"3160";"440";"-"
"MU";"2707503";"Porto Real do Colégio (AL)";"15500";"-";"1250";"900";"100";"260";"600";"71200";"3000";"-"
"MU";"2707602";"Quebrangulo (AL)";"33957";"-";"1152";"820";"60";"260";"995";"12180";"920";"-"
"MU";"2707701";"Rio Largo (AL)";"3177";"-";"212";"57";"9";"12";"382";"386";"-";"-"
"MU";"2707800";"Roteiro (AL)";"423";"-";"41";"31";"4";"8";"22";"486";"84";"-"
"MU";"2707909";"Santa Luzia do Norte (AL)";"538";"-";"31";"31";"5";"5";"42";"462";"109";"-"
"MU";"2708006";"Santana do Ipanema (AL)";"23941";"-";"986";"3659";"1014";"1160";"10527";"41296";"12322";"-"
"MU";"2708105";"Santana do Mundaú (AL)";"18352";"-";"743";"1020";"192";"264";"587";"7793";"2122";"-"
"MU";"2708204";"São Brás (AL)";"10000";"26";"625";"8620";"990";"275";"360";"4130";"680";"-"
"MU";"2708303";"São José da Laje (AL)";"10742";"-";"367";"589";"60";"257";"549";"3605";"1208";"-"
"MU";"2708402";"São José da Tapera (AL)";"24617";"-";"945";"3323";"412";"1511";"11132";"29876";"14325";"-"
"MU";"2708501";"São Luís do Quitunde (AL)";"11417";"560";"338";"220";"25";"110";"428";"7500";"1300";"92200"
"MU";"2708600";"São Miguel dos Campos (AL)";"3652";"-";"181";"179";"21";"75";"2201";"2200";"392";"-"
"MU";"2708709";"São Miguel dos Milagres (AL)";"2305";"-";"120";"160";"30";"50";"225";"1300";"450";"-"
"MU";"2708808";"São Sebastião (AL)";"19600";"-";"712";"2803";"355";"270";"1270";"618900";"3900";"-"
"MU";"2708907";"Satuba (AL)";"2110";"-";"155";"351";"59";"37";"164";"2129";"550";"130"
"MU";"2708956";"Senador Rui Palmeira (AL)";"14028";"-";"829";"1059";"201";"618";"5290";"12936";"4513";"-"
"MU";"2709004";"Tanque d'Arca (AL)";"9149";"55";"544";"310";"39";"310";"730";"9000";"3350";"-"
"MU";"2709103";"Taquarana (AL)";"10304";"-";"280";"1000";"84";"580";"800";"26800";"8500";"-"
"MU";"2709152";"Teotônio Vilela (AL)";"6912";"-";"182";"340";"42";"62";"369";"119989";"574";"-"
"MU";"2709202";"Traipu (AL)";"33859";"-";"1635";"3154";"829";"1145";"4623";"57987";"15269";"-"
"MU";"2709301";"União dos Palmares (AL)";"33730";"-";"1362";"2536";"426";"510";"2245";"512283";"401899";"-"
"MU";"2709400";"Viçosa (AL)";"33450";"-";"1100";"17100";"800";"155";"1095";"980000";"1550";"-"
"MU";"2800100";"Amparo de São Francisco (SE)";"2726";"-";"148";"261";"42";"51";"150";"2690";"810";"-"
"MU";"2800209";"Aquidabã (SE)";"32510";"-";"2100";"3088";"788";"190";"3810";"291086";"23780";"-"
"MU";"2800308";"Aracaju (SE)";"895";"-";"462";"75";"25";"50";"165";"32985";"2460";"1330"
"MU";"2800407";"Arauá (SE)";"16920";"30";"617";"645";"130";"90";"1975";"24610";"7760";"-"
"MU";"2800506";"Areia Branca (SE)";"3059";"-";"452";"1993";"168";"60";"356";"495816";"331884";"-"
"MU";"2800605";"Barra dos Coqueiros (SE)";"830";"-";"257";"138";"20";"20";"98";"5870";"1530";"-"
"MU";"2800670";"Boquim (SE)";"18900";"36";"624";"949";"64";"150";"2160";"48760";"17650";"-"
"MU";"2800704";"Brejo Grande (SE)";"2932";"-";"540";"1130";"92";"95";"792";"9780";"1380";"-"
"MU";"2801009";"Campo do Brito (SE)";"14990";"-";"701";"2460";"212";"80";"454";"38347";"15588";"-"
"MU";"2801108";"Canhoba (SE)";"15500";"-";"990";"766";"94";"36";"760";"21302";"7550";"-"
"MU";"2801207";"Canindé de São Francisco (SE)";"30560";"-";"1350";"2650";"100";"2180";"5390";"108740";"14980";"-"
"MU";"2801306";"Capela (SE)";"22480";"-";"1570";"700";"23";"135";"1620";"144630";"4650";"-"
"MU";"2801405";"Carira (SE)";"43725";"-";"2051";"2711";"305";"249";"4290";"55579";"25255";"-"
"MU";"2801504";"Carmópolis (SE)";"3780";"-";"295";"60";"21";"57";"190";"4650";"1780";"-"
"MU";"2801603";"Cedro de São João (SE)";"7986";"-";"650";"623";"82";"60";"515";"9829";"2190";"-"
"MU";"2801702";"Cristinápolis (SE)";"16360";"-";"580";"330";"70";"62";"1545";"15750";"5650";"-"
"MU";"2801900";"Cumbe (SE)";"9570";"-";"710";"430";"18";"70";"920";"27630";"3150";"-"
"MU";"2802007";"Divina Pastora (SE)";"5570";"-";"336";"172";"12";"20";"196";"36480";"2670";"-"
"MU";"2802106";"Estância (SE)";"27950";"10";"1503";"1615";"105";"150";"3730";"367100";"114050";"-"
"MU";"2802205";"Feira Nova (SE)";"14650";"-";"760";"1850";"120";"140";"2360";"81300";"8400";"-"
"MU";"2802304";"Frei Paulo (SE)";"35627";"-";"1152";"1388";"148";"80";"2410";"29818";"8166";"-"
"MU";"2802403";"Gararu (SE)";"33670";"-";"1420";"2620";"140";"530";"5760";"110600";"13100";"-"
"MU";"2802502";"General Maynard (SE)";"2615";"-";"140";"22";"3";"18";"125";"1985";"510";"-"
"MU";"2802601";"Gracho Cardoso (SE)";"15250";"-";"810";"1140";"70";"120";"1060";"64730";"6850";"-"
"MU";"2802700";"Ilha das Flores (SE)";"1380";"-";"230";"175";"23";"116";"180";"2019";"538";"-"
"MU";"2802809";"Indiaroba (SE)";"9980";"-";"510";"480";"45";"72";"1140";"92970";"35780";"-"
"MU";"2802908";"Itabaiana (SE)";"19815";"-";"1984";"6775";"800";"120";"1429";"348620";"53000";"-"
"MU";"2803005";"Itabaianinha (SE)";"32962";"105";"1800";"1805";"110";"220";"3640";"68890";"22700";"-"
"MU";"2803104";"Itabi (SE)";"15780";"-";"570";"960";"65";"370";"1460";"51300";"4250";"-"
"MU";"2803203";"Itaporanga d'Ajuda (SE)";"27837";"-";"800";"1620";"168";"110";"2295";"293240";"71150";"6850"
"MU";"2803302";"Japaratuba (SE)";"12090";"-";"1260";"496";"42";"120";"1130";"21205";"7940";"-"
"MU";"2803401";"Japoatã (SE)";"15870";"-";"1490";"909";"111";"65";"950";"146564";"9810";"-"
"MU";"2803500";"Lagarto (SE)";"66460";"15";"4500";"3200";"380";"3600";"23012";"1080300";"88000";"-"
"MU";"2803609";"Laranjeiras (SE)";"3620";"-";"405";"50";"8";"46";"287";"12050";"1140";"-"
"MU";"2803708";"Macambira (SE)";"13387";"-";"370";"786";"85";"360";"470";"27195";"4650";"-"
"MU";"2803807";"Malhada dos Bois (SE)";"5305";"-";"340";"477";"36";"20";"205";"13366";"1700";"-"
"MU";"2803906";"Malhador (SE)";"6835";"-";"718";"1015";"120";"105";"130";"21750";"5760";"-"
"MU";"2804003";"Maruim (SE)";"5720";"-";"314";"53";"8";"15";"168";"257400";"3630";"-"
"MU";"2804102";"Moita Bonita (SE)";"8084";"-";"340";"1716";"185";"170";"710";"65664";"10800";"-"
"MU";"2804201";"Monte Alegre de Sergipe (SE)";"23780";"-";"770";"1860";"145";"360";"2930";"85750";"11530";"-"
"MU";"2804300";"Muribeca (SE)";"6630";"-";"740";"678";"70";"32";"470";"5702";"1530";"-"
