"";"co_mun";"nm_mun";"co_state";"nm_state";"area_plant";"area_harv";"prod_bean";"exp_bean";"exp_bean_d";"exp_oil";"exp_oil_d";"exp_cake";"exp_cake_d";"imp_bean";"imp_bean_d";"imp_oil";"imp_oil_d";"imp_cake";"imp_cake_d";"proc_fac";"proc_cap";"ref_fac";"ref_cap";"bot_cap";"population";"cattle";"cattle_milked";"buffalo";"horse";"pig";"pig_mother";"goat";"sheep";"chicken";"chicken_layer";"quail";"storage_cap"
"130";1304062;"TABATINGA";13;"AM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58314;721;100;46;0;200;62;3;30;9000;6000;0;1680
"131";1304104;"TAPAUÁ";13;"AM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18383;2789;200;20;0;145;40;80;50;3400;1000;0;0
"132";1304203;"TEFÉ";13;"AM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62885;1873;90;125;20;203;58;4;520;9700;4300;1500;1800
"133";1304237;"TONANTINS";13;"AM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18162;1588;168;188;0;450;135;60;230;3600;1600;0;0
"134";1304260;"UARINI";13;"AM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12801;580;50;250;0;600;280;0;100;4200;3200;0;0
"135";1304302;"URUCARÁ";13;"AM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17367;22500;200;1953;262;1500;380;101;2148;16850;9800;0;0
"136";1304401;"URUCURITUBA";13;"AM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20091;16685;343;2450;177;1060;452;96;347;18700;8600;0;0
"137";1400027;"AMAJARI";14;"RR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10432;80054;2801;112;2747;2061;900;742;3105;9283;3249;0;0
"138";1400050;"ALTO ALEGRE";14;"RR";7500;7500;21000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16428;81241;4450;12;2350;5568;2700;1035;4299;26109;11487;0;1236
"139";1400100;"BOA VISTA";14;"RR";1100;1100;3300;930,6;621840;32,4;38134;0;0;0;0;0;0;0;0;0;0;0;0;0;308996;27778;2420;6;2786;3470;1350;419;2759;306619;267500;0;6070
"140";1400159;"BONFIM";14;"RR";5800;5800;14500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11525;60000;2400;0;2254;2949;1178;689;3407;32192;12251;0;0
"141";1400175;"CANTÁ";14;"RR";500;500;1400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15393;81691;1420;95;1807;2680;865;574;5545;34900;15400;0;0
"142";1400209;"CARACARAÍ";14;"RR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19696;29036;1360;0;814;1600;510;203;2090;25200;10800;0;0
"143";1400233;"CAROEBE";14;"RR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8826;57422;2300;0;969;800;300;61;2010;16900;7800;0;0
"144";1400282;"IRACEMA";14;"RR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9762;45822;1850;0;758;790;300;300;1782;13512;6215;0;8314
"145";1400308;"MUCAJAÍ";14;"RR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15890;113248;2700;106;1937;2367;1136;431;6230;35800;18900;0;3375
"146";1400407;"NORMANDIA";14;"RR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9754;20715;240;0;4310;2189;416;823;1636;15300;7250;0;0
"147";1400456;"PACARAIMA";14;"RR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11423;18336;410;0;2590;780;359;341;1181;7200;4150;0;0
"148";1400472;"RORAINÓPOLIS";14;"RR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26326;48656;3890;75;1640;2252;788;470;2881;39450;17800;0;0
"149";1400506;"SÃO JOÃO DA BALIZA";14;"RR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7284;21946;1140;39;576;679;306;170;1639;18500;7400;0;0
"150";1400605;"SÃO LUIZ";14;"RR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7210;40572;2350;15;430;840;300;30;234;15200;7100;0;0
"151";1400704;"UIRAMUTÃ";14;"RR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9127;20528;420;0;2580;726;189;35;883;9216;2304;0;0
"152";1500107;"ABAETETUBA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147267;1858;60;680;360;15000;3880;155;255;110000;6800;0;0
"153";1500131;"ABEL FIGUEIREDO";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7013;54531;5159;21;1225;2297;1250;93;710;8280;3520;0;0
"154";1500206;"ACARÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54030;10085;510;78;257;10395;1800;128;152;37418;15190;0;0
"155";1500305;"AFUÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36598;1904;190;4275;30;38400;5520;35;34;14200;3800;0;0
"156";1500347;"ÁGUA AZUL DO NORTE";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25899;564582;11368;386;4490;5602;2520;174;1241;40321;24999;0;0
"157";1500404;"ALENQUER";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54035;168444;6737;4812;5549;5535;1802;480;3038;93668;42756;0;0
"158";1500503;"ALMEIRIM";15;"PA";0;0;0;118052,745219088;62958713,307852;40857,06;43333321;35259,521;16550749;0;0;0;0;0;0;0;0;0;0;0;33562;25312;4620;33185;262;297;65;20;174;1937;1500;0;0
"159";1500602;"ALTAMIRA";15;"PA";250;250;675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105106;711028;7086;706;6237;7254;897;1118;9149;179638;35927;4071;0
"160";1500701;"ANAJÁS";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26547;990;231;7424;482;8048;2720;102;181;5930;2510;0;0
"161";1500800;"ANANINDEUA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;493976;180;21;61;4;188;15;5;128;220000;40000;9000;2794
"162";1500859;"ANAPU";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23609;270460;2647;345;2778;2508;99;641;1309;43887;10850;528;0
"163";1500909;"AUGUSTO CORRÊA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42591;4247;59;0;163;1255;131;239;175;31898;3382;0;1036
"164";1500958;"AURORA DO PARÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28441;86266;6380;52;848;2270;712;72;638;24760;13500;0;0
"165";1501006;"AVEIRO";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15959;43637;174;646;256;1792;484;92;333;22394;6951;0;0
"166";1501105;"BAGRE";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26666;1811;99;544;20;6710;2725;66;0;1158;450;0;0
"167";1501204;"BAIÃO";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41232;66420;1400;350;660;1087;568;220;1600;5600;5600;32;0
"168";1501253;"BANNACH";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3340;193334;3018;2;1743;1247;561;252;376;10151;4567;0;0
"169";1501303;"BARCARENA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109975;1056;37;199;125;8000;900;55;152;15000;3000;0;0
"170";1501402;"BELÉM";15;"PA";0;0;0;1221,48903188004;696479,625742454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1425922;503;25;199;30;200;0;27;60;70000;1150;0;4500
"171";1501451;"BELTERRA";15;"PA";10807;10807;29179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16808;26490;397;0;269;1535;258;0;140;38509;15585;0;3559
"172";1501501;"BENEVIDES";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56112;3820;120;5;129;2023;100;59;12;980630;74500;0;1615
"173";1501576;"BOM JESUS DO TOCANTINS";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15916;184630;10580;0;2760;1989;1030;280;2822;22687;9580;0;0
"174";1501600;"BONITO";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14689;10458;398;42;295;1798;310;56;206;20275;6650;0;4050
"175";1501709;"BRAGANÇA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118678;24868;472;633;419;3450;395;120;489;159820;25730;0;1800
"176";1501725;"BRASIL NOVO";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15300;235712;4715;38;5002;5708;729;330;2175;54479;10895;0;0
"177";1501758;"BREJO GRANDE DO ARAGUAIA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7285;76000;8300;0;600;800;350;160;600;6800;2950;0;0
"178";1501782;"BREU BRANCO";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58033;155698;3875;142;4962;4040;1600;429;3638;103600;10360;4000;0
"179";1501808;"BREVES";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96444;2426;141;414;96;11517;3813;30;52;9108;2788;0;0
"180";1501907;"BUJARU";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27000;4850;390;295;198;3060;595;52;260;41340;12210;0;0
"181";1501956;"CACHOEIRA DO PIRIÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29533;46519;274;6;1102;1730;255;652;549;22895;4588;0;0
"182";1502004;"CACHOEIRA DO ARARI";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21740;6254;4816;37507;5777;1466;953;316;640;2763;2210;0;0
"183";1502103;"CAMETÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127401;413;155;10;2;5700;1140;9;7;27000;27000;0;0
"184";1502152;"CANAÃ DOS CARAJÁS";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31062;190000;18000;0;2700;2150;1160;300;820;26900;10760;0;0
"185";1502202;"CAPANEMA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65498;26908;1310;327;746;1612;246;232;1117;24186;10115;612;4515
"186";1502301;"CAPITÃO POÇO";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52537;68854;1320;43;1084;5085;552;1358;2574;48568;17300;0;2142
"187";1502400;"CASTANHAL";15;"PA";0;0;0;0;0;9883,978;9999146;12901,06;6707819;0;0;0;0;0;0;0;0;0;0;0;183917;31830;8900;299;987;1697;100;153;1788;301400;11300;0;1890
"188";1502509;"CHAVES";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22029;73420;4700;144288;5024;21400;6200;1693;1189;4200;1318;0;0
"189";1502608;"COLARES";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11600;123;0;18;2;13;2;0;0;186;69;0;0
"190";1502707;"CONCEIÇÃO DO ARAGUAIA";15;"PA";400;400;1320;25893,1396329605;13956022,2230445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46206;307069;9144;285;5789;8748;7241;1298;2144;54388;19983;613;1800
"191";1502756;"CONCÓRDIA DO PARÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30233;9705;81;0;68;3056;338;237;311;85417;20380;0;0
"192";1502764;"CUMARU DO NORTE";15;"PA";4000;4000;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11704;821185;25206;51;3189;2271;1025;386;877;15904;9631;0;0
"193";1502772;"CURIONÓPOLIS";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17983;262000;18540;45;2100;1400;770;370;650;15600;6240;0;0
"194";1502806;"CURRALINHO";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30915;203;28;344;5;4730;1521;54;0;5708;1710;0;0
"195";1502855;"CURUÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13097;32181;6951;477;2203;762;112;188;501;10021;1473;0;0
"196";1502905;"CURUÇÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36557;1720;37;0;25;138;12;0;0;380000;17000;0;0
"197";1502939;"DOM ELISEU";15;"PA";32000;32000;24000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54602;102064;1748;44;1996;2253;930;216;2463;192700;163966;0;0
"198";1502954;"ELDORADO DO CARAJÁS";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32420;220000;21670;40;4000;4000;2400;600;2900;52000;20800;0;0
"199";1503002;"FARO";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7680;12149;1822;498;889;889;230;464;437;3014;904;0;0
"200";1503044;"FLORESTA DO ARAGUAIA";15;"PA";1200;1200;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18741;168494;13998;51;3053;4501;1085;101;1144;28734;12688;0;0
"201";1503077;"GARRAFÃO DO NORTE";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25287;50325;572;112;782;2690;492;528;792;35205;10211;0;3375
"202";1503093;"GOIANÉSIA DO PARÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36500;236237;3000;143;4566;6533;1966;383;2228;21360;7800;0;0
"203";1503101;"GURUPÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30727;23;20;223;0;0;0;0;0;200;123;0;0
"204";1503200;"IGARAPÉ-AÇU";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36883;21345;529;36;430;392;63;62;394;898400;18400;0;0
"205";1503309;"IGARAPÉ-MIRI";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59644;1180;61;247;53;7700;1500;22;48;13000;6400;0;0
"206";1503408;"INHANGAPI";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10693;13909;320;36;334;155;14;48;310;4711;720;0;0
"207";1503457;"IPIXUNA DO PARÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54609;85387;7977;1082;1035;2349;647;227;1108;29866;12489;0;0
"208";1503507;"IRITUIA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31634;77237;2840;140;2445;1430;32;157;695;19544;1632;0;0
"209";1503606;"ITAITUBA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98363;360703;18035;1554;4311;6249;1545;2343;9796;68230;28675;0;1440
"210";1503705;"ITUPIRANGA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51711;315000;23600;270;4900;4200;1700;750;2200;56500;22600;0;0
"211";1503754;"JACAREACANGA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11412;16085;322;0;68;3112;710;135;253;28573;6813;0;0
"212";1503804;"JACUNDÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54376;178000;5000;136;5687;4765;1800;473;3170;39079;17800;0;948
"213";1503903;"JURUTI";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51483;21745;2826;1375;1606;3126;285;457;527;48884;8100;0;0
"214";1504000;"LIMOEIRO DO AJURU";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26542;27;0;10;0;0;0;0;0;2800;2800;0;0
"215";1504059;"MÃE DO RIO";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28636;61501;5673;222;1073;1385;689;81;85;15355;9600;0;3251
"216";1504109;"MAGALHÃES BARATA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8240;1348;11;0;42;22;1;5;0;856;220;0;0
"217";1504208;"MARABÁ";15;"PA";500;500;1350;26918,243444827;15111695,8293953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251885;705000;31750;2000;5240;3190;1800;1100;3200;49100;19600;0;3249
"218";1504307;"MARACANÃ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28631;3306;24;11;72;45;3;50;167;10145;1560;0;1926
"219";1504406;"MARAPANIM";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27153;4430;30;461;29;314;31;0;86;56400;1200;0;0
"220";1504422;"MARITUBA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117614;535;57;140;15;143;15;0;0;395000;24600;0;3150
"221";1504455;"MEDICILÂNDIA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28987;143371;2150;6;1785;2615;138;232;976;39043;8646;185;360
"222";1504505;"MELGAÇO";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25860;1820;103;382;20;4160;1460;110;143;1678;458;0;0
"223";1504604;"MOCAJUBA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28454;1548;250;0;42;94;28;4;17;12000;12000;0;0
"224";1504703;"MOJU";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74768;50000;500;1800;800;12000;2350;330;650;28000;18000;0;288
"225";1504752;"MOJUÍ DOS CAMPOS";15;"PA";7069;7069;21207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15232;1188;70;0;13;1098;247;0;0;54525;25181;0;0
"226";1504802;"MONTE ALEGRE";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56147;214596;3219;5591;7079;13982;3472;447;3071;129369;59420;0;2700
"227";1504901;"MUANÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36632;7449;745;12649;3296;12500;4715;1760;2240;13472;10489;0;0
"228";1504950;"NOVA ESPERANÇA DO PIRIÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20528;25643;531;0;504;2137;348;175;514;32672;8290;0;0
"229";1504976;"NOVA IPIXUNA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15422;80000;8000;0;1900;900;430;88;1250;11960;4800;0;0
"230";1505007;"NOVA TIMBOTEUA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14305;17584;684;1150;299;1535;162;60;529;15960;5910;0;0
"231";1505031;"NOVO PROGRESSO";15;"PA";1000;1000;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25203;632521;1580;693;6759;3503;793;652;8437;55401;26393;0;0
"232";1505064;"NOVO REPARTIMENTO";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67652;855319;25000;962;7525;21870;4374;575;3801;140000;23000;0;0
"233";1505106;"ÓBIDOS";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50171;127269;13837;116;4155;1220;232;1442;2244;33054;5107;121;0
"234";1505205;"OEIRAS DO PARÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30088;817;70;24;4;190;60;0;48;1900;1900;0;0
"235";1505304;"ORIXIMINÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66821;159623;20751;1134;1709;3000;360;1419;11504;55432;11086;0;0
"236";1505403;"OURÉM";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16854;16866;352;75;287;1563;138;217;132;18822;7214;0;1544
"237";1505437;"OURILÂNDIA DO NORTE";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29547;187148;7051;1058;1204;1883;847;237;711;11340;6804;0;0
"238";1505486;"PACAJÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43057;492442;24599;97;3439;3520;240;1290;2264;49359;10209;180;0
"239";1505494;"PALESTINA DO PARÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7465;45000;3200;0;950;1150;550;40;250;11100;4800;0;0
"240";1505502;"PARAGOMINAS";15;"PA";42000;42000;121800;178131,39025975;95881340,4432763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103775;347322;27785;1039;6280;3856;1412;904;7388;81233;21314;2344;3116
"241";1505536;"PARAUAPEBAS";15;"PA";600;600;1620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176582;119000;10700;70;2600;1780;990;450;1800;27500;11000;0;0
"242";1505551;"PAU D'ARCO";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5743;122538;2346;26;1639;989;358;334;1071;12315;6251;125;1332
"243";1505601;"PEIXE-BOI";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7889;14923;532;342;536;1248;153;212;267;12435;4560;0;0
"244";1505635;"PIÇARRA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12720;338037;14556;157;4540;5023;2260;412;3767;37470;23231;0;0
"245";1505650;"PLACAS";15;"PA";300;300;810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26842;116124;5226;17;1591;2533;1323;654;1024;39140;14790;0;0
"246";1505700;"PONTA DE PEDRAS";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28025;56178;4326;27393;8723;5000;1000;626;757;18442;7880;0;0
"247";1505809;"PORTEL";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56094;10390;740;1212;186;6740;2730;150;114;4753;1510;0;0
"248";1505908;"PORTO DE MOZ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36841;20278;4520;10190;182;14;10;0;68;4907;2000;0;0
"249";1506005;"PRAINHA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29342;114548;11000;28426;789;221;65;148;469;2608;1500;0;2389
"250";1506104;"PRIMAVERA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10432;3170;86;674;77;1056;50;68;0;5200;1880;0;0
"251";1506112;"QUATIPURU";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12838;1268;147;920;45;392;36;44;0;5529;1038;0;0
"252";1506138;"REDENÇÃO";15;"PA";1040;1040;2600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79010;257915;17812;69;3115;2117;1138;441;1499;23073;10505;51;900
"253";1506161;"RIO MARIA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17774;332038;12600;510;6576;10549;4747;547;1663;31306;18783;0;0
"254";1506187;"RONDON DO PARÁ";15;"PA";12000;12000;36000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48959;347978;4935;504;5664;6819;2167;1000;4400;28944;16956;0;0
"255";1506195;"RURÓPOLIS";15;"PA";180;180;486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44349;136626;4098;400;2497;3110;331;467;3782;46360;21537;0;0
"256";1506203;"SALINÓPOLIS";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38552;30;10;0;18;471;35;10;0;7302;1427;0;0
"257";1506302;"SALVATERRA";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21592;8418;648;7452;550;7206;1801;593;710;5165;950;0;0
"258";1506351;"SANTA BÁRBARA DO PARÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18736;1403;56;572;73;450;30;5;19;347800;18300;0;0
"259";1506401;"SANTA CRUZ DO ARARI";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8957;26883;2688;13800;2720;3675;1286;837;564;2250;886;0;0
"260";1506500;"SANTA IZABEL DO PARÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63973;20372;540;448;308;574;230;30;70;3103500;530000;7000;2000
"261";1506559;"SANTA LUZIA DO PARÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19455;75367;378;94;997;1860;190;516;1360;16832;6582;0;0
"262";1506583;"SANTA MARIA DAS BARREIRAS";15;"PA";5520;5520;17160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18934;498664;10246;95;5789;5621;2296;1282;1721;32876;12519;55;1494
"263";1506609;"SANTA MARIA DO PARÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23649;15141;470;27;361;85;6;44;540;31850;2145;0;0
"264";1506708;"SANTANA DO ARAGUAIA";15;"PA";32100;32100;105930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63031;663655;11201;486;4578;2608;851;703;1876;34327;14998;0;2363
"265";1506807;"SANTARÉM";15;"PA";12725;12725;38175;120016,614152402;63934221,7696614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;288462;129954;8447;9971;2827;20878;4686;914;4587;1035989;478457;3970;9073
"266";1506906;"SANTARÉM NOVO";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6341;3720;126;278;175;560;46;41;132;5080;1580;0;0
"267";1507003;"SANTO ANTÔNIO DO TAUÁ";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28575;6112;65;158;254;235;25;111;563;243400;170420;0;0
"268";1507102;"SÃO CAETANO DE ODIVELAS";15;"PA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17266;1310;6;218;37;45;5;24;78;185400;1280;0;0
